Index          TIME                 V(4)              {V(1)+1.5}              V(6)
1534    2.90019797926e-03    1.00706869913e-02    1.51290502108e+00    3.03111227206e-01    
1535    2.90020000000e-03    1.00527791856e-02    1.51291566519e+00    7.76623210186e-12    
1536    2.90020014103e-03    1.00464662371e-02    1.51291622944e+00    0.00000000000e+00    
1537    2.90020026223e-03    1.00346003638e-02    1.51291666254e+00    0.00000000000e+00    
1538    2.90020038343e-03    1.00192087187e-02    1.51291706185e+00    0.00000000000e+00    
1539    2.90020062584e-03    9.96961453428e-03    1.51291757702e+00    0.00000000000e+00    
1540    2.90020086824e-03    9.90549051126e-03    1.51291757828e+00    0.00000000000e+00    
1541    2.90020135305e-03    9.79409786280e-03    1.51291563019e+00    0.00000000000e+00    
1542    2.90020183786e-03    9.73240950524e-03    1.51291107870e+00    0.00000000000e+00    
1543    2.90020280747e-03    9.70845330816e-03    1.51289632785e+00    0.00000000000e+00    
1544    2.90020377709e-03    9.73262384510e-03    1.51287746383e+00    0.00000000000e+00    
1545    2.90020474671e-03    9.75841136985e-03    1.51285799722e+00    0.00000000000e+00    
1546    2.90020571632e-03    9.78089741455e-03    1.51283985019e+00    0.00000000000e+00    
1547    2.90020668594e-03    9.80047630881e-03    1.51282382424e+00    0.00000000000e+00    
1548    2.90020862517e-03    9.83261612262e-03    1.51279855938e+00    0.00000000000e+00    
1549    2.90021056440e-03    9.85662722030e-03    1.51278133953e+00    0.00000000000e+00    
1550    2.90021250363e-03    9.87404042232e-03    1.51277023645e+00    0.00000000000e+00    
1551    2.90021444287e-03    9.88639938824e-03    1.51276335706e+00    0.00000000000e+00    
1552    2.90021638210e-03    9.89505159692e-03    1.51275924775e+00    0.00000000000e+00    
1553    2.90021832133e-03    9.90104811041e-03    1.51275689089e+00    0.00000000000e+00    
1554    2.90022026056e-03    9.90516979050e-03    1.51275560754e+00    0.00000000000e+00    
1555    2.90022219980e-03    9.90798029382e-03    1.51275495902e+00    0.00000000000e+00    
1556    2.90022607826e-03    9.91126278486e-03    1.51275452838e+00    0.00000000000e+00    
1557    2.90023383519e-03    9.91347622890e-03    1.51275458141e+00    0.00000000000e+00    
1558    2.90024159212e-03    9.91363096207e-03    1.51275451910e+00    0.00000000000e+00    
1559    2.90024934905e-03    9.91366950073e-03    1.51275420051e+00    0.00000000000e+00    
1560    2.90026486290e-03    9.91381014151e-03    1.51275368867e+00    0.00000000000e+00    
1561    2.90028037676e-03    9.91388244914e-03    1.51275347685e+00    0.00000000000e+00    
1562    2.90031140447e-03    9.91397599215e-03    1.51275341720e+00    0.00000000000e+00    
1563    2.90034243219e-03    9.91402547503e-03    1.51275350275e+00    0.00000000000e+00    
1564    2.90037345990e-03    9.91413218742e-03    1.51275362780e+00    0.00000000000e+00    
1565    2.90040448762e-03    9.91420533195e-03    1.51275377242e+00    0.00000000000e+00    
1566    2.90043551533e-03    9.91248287534e-03    1.51275255349e+00    0.00000000000e+00    
1567    2.90043939379e-03    9.91373542338e-03    1.51275249814e+00    0.00000000000e+00    
1568    2.90044327226e-03    9.91931428178e-03    1.51275302944e+00    0.00000000000e+00    
1569    2.90044415505e-03    9.92113127249e-03    1.51275339161e+00    0.00000000000e+00    
1570    2.90044592064e-03    9.92836374839e-03    1.51275447200e+00    0.00000000000e+00    
1571    2.90044945181e-03    9.94943347555e-03    1.51275960496e+00    0.00000000000e+00    
1572    2.90045262987e-03    9.97134459560e-03    1.51276835504e+00    0.00000000000e+00    
1573    2.90045549012e-03    9.97989572217e-03    1.51277873942e+00    0.00000000000e+00    
1574    2.90045806435e-03    9.98591943623e-03    1.51278848747e+00    0.00000000000e+00    
1575    2.90046038115e-03    9.86760568495e-03    1.51278993193e+00    0.00000000000e+00    
1576    2.90046105203e-03    9.31785155106e-03    1.51277266004e+00    0.00000000000e+00    
1577    2.90046172291e-03    7.32773107480e-03    1.51273024530e+00    0.00000000000e+00    
1578    2.90046232670e-03    3.24152945218e-03    1.51261974616e+00    0.00000000000e+00    
1579    2.90046280699e-03    -1.12721783910e-03   1.51244362899e+00    0.00000000000e+00    
1580    2.90046323925e-03    -5.42080855285e-03   1.51219377524e+00    0.00000000000e+00    
1581    2.90046367151e-03    -9.94940855694e-03   1.51184533418e+00    0.00000000000e+00    
1582    2.90046410377e-03    -1.48565887975e-02   1.51139523505e+00    0.00000000000e+00    
1583    2.90046453602e-03    -2.03478536525e-02   1.51084933439e+00    0.00000000000e+00    
1584    2.90046496828e-03    -2.58275984250e-02   1.51022547771e+00    0.00000000000e+00    
1585    2.90046503897e-03    -2.64205432025e-02   1.51011672893e+00    0.00000000000e+00    
1586    2.90046510965e-03    -2.67401523105e-02   1.51000729648e+00    0.00000000000e+00    
1587    2.90046525102e-03    -2.67827125012e-02   1.50978445438e+00    0.00000000000e+00    
1588    2.90046539239e-03    -2.66945301674e-02   1.50955762395e+00    0.00000000000e+00    
1589    2.90046553376e-03    -2.67697781939e-02   1.50932961292e+00    0.00000000000e+00    
1590    2.90046567513e-03    -2.70780695494e-02   1.50910339205e+00    0.00000000000e+00    
1591    2.90046595787e-03    -2.79234871489e-02   1.50866745235e+00    0.00000000000e+00    
1592    2.90046624061e-03    -2.82932425196e-02   1.50826737315e+00    0.00000000000e+00    
1593    2.90046652335e-03    -2.75413252740e-02   1.50791891568e+00    0.00000000000e+00    
1594    2.90046680609e-03    -2.57919505090e-02   1.50763338744e+00    0.00000000000e+00    
1595    2.90046708883e-03    -2.31941645620e-02   1.50741616156e+00    0.00000000000e+00    
1596    2.90046737157e-03    -1.83632232623e-02   1.50726334743e+00    0.00000000000e+00    
1597    2.90046765431e-03    -8.74889000004e-03   1.50716366861e+00    0.00000000000e+00    
1598    2.90046790877e-03    3.57517701110e-03    1.50710828046e+00    0.00000000000e+00    
1599    2.90046816324e-03    1.84219155735e-02    1.50707611791e+00    0.00000000000e+00    
1600    2.90046841771e-03    3.55312414270e-02    1.50706066086e+00    0.00000000000e+00    
1601    2.90046867217e-03    5.42568809619e-02    1.50705727803e+00    0.00000000000e+00    
1602    2.90046918110e-03    9.46598379157e-02    1.50707369870e+00    0.00000000000e+00    
1603    2.90047019897e-03    1.76328781034e-01    1.50715439233e+00    0.00000000000e+00    
1604    2.90047121683e-03    2.52633296868e-01    1.50726219565e+00    0.00000000000e+00    
1605    2.90047223469e-03    3.28540401635e-01    1.50737668887e+00    0.00000000000e+00    
1606    2.90047239133e-03    3.41384218922e-01    1.50739457569e+00    0.00000000000e+00    
1607    2.90047270462e-03    3.69542195707e-01    1.50743043854e+00    0.00000000000e+00    
1608    2.90047333119e-03    4.44242223735e-01    1.50750283984e+00    0.00000000000e+00    
1609    2.90047387016e-03    5.32789524984e-01    1.50756601209e+00    0.00000000000e+00    
1610    2.90047435332e-03    6.34334854243e-01    1.50762345041e+00    0.00000000000e+00    
1611    2.90047483649e-03    7.72406184626e-01    1.50768180663e+00    0.00000000000e+00    
1612    2.90047490587e-03    7.97637893697e-01    1.50769029315e+00    0.00000000000e+00    
1613    2.90047497525e-03    8.24019336278e-01    1.50769879690e+00    0.00000000000e+00    
1614    2.90047511401e-03    8.82426639799e-01    1.50771590878e+00    0.00000000000e+00    
1615    2.90047525277e-03    9.47939963388e-01    1.50773316049e+00    0.00000000000e+00    
1616    2.90047539153e-03    1.01956340302e+00    1.50775054548e+00    0.00000000000e+00    
1617    2.90047553029e-03    1.09599921803e+00    1.50776804985e+00    0.00000000000e+00    
1618    2.90047580781e-03    1.25771572215e+00    1.50780334999e+00    0.00000000000e+00    
1619    2.90047636285e-03    1.59267028945e+00    1.50787481474e+00    0.00000000000e+00    
1620    2.90047691789e-03    1.92261678592e+00    1.50794716122e+00    0.00000000000e+00    
1621    2.90047747293e-03    2.23950911513e+00    1.50802017625e+00    0.00000000000e+00    
1622    2.90047802797e-03    2.54484035446e+00    1.50809364740e+00    0.00000000000e+00    
1623    2.90047858301e-03    2.84041480574e+00    1.50816729441e+00    0.00000000000e+00    
1624    2.90047913805e-03    3.12745284606e+00    1.50824082962e+00    0.00000000000e+00    
1625    2.90047969309e-03    3.40676729976e+00    1.50831399002e+00    0.00000000000e+00    
1626    2.90048024813e-03    3.67887675199e+00    1.50838654026e+00    0.00000000000e+00    
1627    2.90048080317e-03    3.94414235814e+00    1.50845826905e+00    0.00000000000e+00    
1628    2.90048135822e-03    4.20280256479e+00    1.50852898404e+00    0.00000000000e+00    
1629    2.90048191326e-03    4.45504483277e+00    1.50859850962e+00    0.00000000000e+00    
1630    2.90048246830e-03    4.70100453422e+00    1.50866668646e+00    0.00000000000e+00    
1631    2.90048302334e-03    4.94080782093e+00    1.50873337233e+00    0.00000000000e+00    
1632    2.90048357838e-03    5.17455670545e+00    1.50879844329e+00    0.00000000000e+00    
1633    2.90048413342e-03    5.40235902360e+00    1.50886179499e+00    0.00000000000e+00    
1634    2.90048468846e-03    5.62430954649e+00    1.50892334334e+00    0.00000000000e+00    
1635    2.90048524350e-03    5.84051357819e+00    1.50898302482e+00    0.00000000000e+00    
1636    2.90048579854e-03    6.05106770895e+00    1.50904079595e+00    0.00000000000e+00    
1637    2.90048635358e-03    6.25607979674e+00    1.50909663253e+00    0.00000000000e+00    
1638    2.90048690862e-03    6.45565063054e+00    1.50915052807e+00    0.00000000000e+00    
1639    2.90048746366e-03    6.64989152944e+00    1.50920249233e+00    0.00000000000e+00    
1640    2.90048801870e-03    6.83890728876e+00    1.50925254929e+00    0.00000000000e+00    
1641    2.90048857374e-03    7.02281201602e+00    1.50930073544e+00    0.00000000000e+00    
1642    2.90048912878e-03    7.20171340017e+00    1.50934709765e+00    0.00000000000e+00    
1643    2.90048968382e-03    7.37572714260e+00    1.50939169155e+00    0.00000000000e+00    
1644    2.90049023886e-03    7.54496247301e+00    1.50943457967e+00    0.00000000000e+00    
1645    2.90049079391e-03    7.70953541137e+00    1.50947583000e+00    0.00000000000e+00    
1646    2.90049134895e-03    7.86955541931e+00    1.50951551444e+00    0.00000000000e+00    
1647    2.90049190399e-03    8.02513766361e+00    1.50955370776e+00    0.00000000000e+00    
1648    2.90049245903e-03    8.17639068745e+00    1.50959048630e+00    0.00000000000e+00    
1649    2.90049301407e-03    8.32342780646e+00    1.50962592730e+00    0.00000000000e+00    
1650    2.90049356911e-03    8.46635569080e+00    1.50966010787e+00    0.00000000000e+00    
1651    2.90049412415e-03    8.60528499796e+00    1.50969310459e+00    0.00000000000e+00    
1652    2.90049467919e-03    8.74031976702e+00    1.50972499277e+00    0.00000000000e+00    
1653    2.90049523423e-03    8.87156737324e+00    1.50975584620e+00    0.00000000000e+00    
1654    2.90049578927e-03    8.99912864703e+00    1.50978573667e+00    0.00000000000e+00    
1655    2.90049634431e-03    9.12310722086e+00    1.50981473387e+00    0.00000000000e+00    
1656    2.90049689935e-03    9.24360029638e+00    1.50984290502e+00    0.00000000000e+00    
1657    2.90049800943e-03    9.47456521506e+00    1.50989705400e+00    0.00000000000e+00    
1658    2.90049911951e-03    9.69272841408e+00    1.50994863566e+00    0.00000000000e+00    
1659    2.90050022959e-03    9.89881320250e+00    1.50999809435e+00    0.00000000000e+00    
1660    2.90050133968e-03    1.00935044245e+01    1.51004583179e+00    0.00000000000e+00    
1661    2.90050244976e-03    1.02774565773e+01    1.51009220801e+00    0.00000000000e+00    
1662    2.90050355984e-03    1.04512860794e+01    1.51013754286e+00    0.00000000000e+00    
1663    2.90050466992e-03    1.06155804325e+01    1.51018211858e+00    0.00000000000e+00    
1664    2.90050578000e-03    1.07708907268e+01    1.51022618286e+00    0.00000000000e+00    
1665    2.90050689008e-03    1.09177413360e+01    1.51026995267e+00    0.00000000000e+00    
1666    2.90050800016e-03    1.10566226017e+01    1.51031361803e+00    0.00000000000e+00    
1667    2.90050911024e-03    1.11880008002e+01    1.51035734610e+00    0.00000000000e+00    
1668    2.90051022033e-03    1.13123108908e+01    1.51040128448e+00    0.00000000000e+00    
1669    2.90051133041e-03    1.14299665910e+01    1.51044556450e+00    0.00000000000e+00    
1670    2.90051244049e-03    1.15413531137e+01    1.51049030348e+00    0.00000000000e+00    
1671    2.90051355057e-03    1.16468372357e+01    1.51053560703e+00    0.00000000000e+00    
1672    2.90051466065e-03    1.17467599852e+01    1.51058157043e+00    0.00000000000e+00    
1673    2.90051577073e-03    1.18414466231e+01    1.51062828016e+00    0.00000000000e+00    
1674    2.90051688081e-03    1.19311992658e+01    1.51067581472e+00    0.00000000000e+00    
1675    2.90051799089e-03    1.20163067221e+01    1.51072424559e+00    0.00000000000e+00    
1676    2.90051910097e-03    1.20970370428e+01    1.51077363771e+00    0.00000000000e+00    
1677    2.90052021106e-03    1.21736473097e+01    1.51082405005e+00    0.00000000000e+00    
1678    2.90052132114e-03    1.22463755567e+01    1.51087553582e+00    0.00000000000e+00    
1679    2.90052243122e-03    1.23154510945e+01    1.51092814273e+00    0.00000000000e+00    
1680    2.90052465138e-03    1.24435604108e+01    1.51103689485e+00    0.00000000000e+00    
1681    2.90052687154e-03    1.25594605045e+01    1.51115055700e+00    0.00000000000e+00    
1682    2.90052909170e-03    1.26645606423e+01    1.51126931197e+00    0.00000000000e+00    
1683    2.90053131187e-03    1.27601212407e+01    1.51139325040e+00    0.00000000000e+00    
1684    2.90053353203e-03    1.28472607789e+01    1.51152237000e+00    0.00000000000e+00    
1685    2.90053575219e-03    1.29269777856e+01    1.51165658038e+00    0.00000000000e+00    
1686    2.90053797235e-03    1.30001549297e+01    1.51179571369e+00    0.00000000000e+00    
1687    2.90054019252e-03    1.30675801556e+01    1.51193953861e+00    0.00000000000e+00    
1688    2.90054241268e-03    1.31299498882e+01    1.51208777721e+00    0.00000000000e+00    
1689    2.90054463284e-03    1.31878883953e+01    1.51224012122e+00    0.00000000000e+00    
1690    2.90054685300e-03    1.32419481534e+01    1.51239624742e+00    0.00000000000e+00    
1691    2.90054907317e-03    1.32926255349e+01    1.51255582984e+00    0.00000000000e+00    
1692    2.90055351349e-03    1.33856722624e+01    1.51288396839e+00    0.00000000000e+00    
1693    2.90055795381e-03    1.34697075776e+01    1.51322232523e+00    0.00000000000e+00    
1694    2.90056239414e-03    1.35468174395e+01    1.51356887438e+00    0.00000000000e+00    
1695    2.90056683446e-03    1.36183390824e+01    1.51392192649e+00    0.00000000000e+00    
1696    2.90057127479e-03    1.36850013461e+01    1.51428010364e+00    0.00000000000e+00    
1697    2.90057571511e-03    1.37471467200e+01    1.51464230391e+00    0.00000000000e+00    
1698    2.90058015544e-03    1.38049392360e+01    1.51500765666e+00    0.00000000000e+00    
1699    2.90058459576e-03    1.38585159705e+01    1.51537548612e+00    0.00000000000e+00    
1700    2.90058903609e-03    1.39080414474e+01    1.51574527506e+00    0.00000000000e+00    
1701    2.90059347641e-03    1.39537268901e+01    1.51611663525e+00    0.00000000000e+00    
1702    2.90060235706e-03    1.40346493837e+01    1.51686290305e+00    0.00000000000e+00    
1703    2.90061123771e-03    1.41031515133e+01    1.51761289905e+00    0.00000000000e+00    
1704    2.90062011836e-03    1.41611021999e+01    1.51836580146e+00    0.00000000000e+00    
1705    2.90062899901e-03    1.42101435906e+01    1.51912118344e+00    0.00000000000e+00    
1706    2.90063787966e-03    1.42516635352e+01    1.51987882631e+00    0.00000000000e+00    
1707    2.90064676031e-03    1.42868311236e+01    1.52063862076e+00    0.00000000000e+00    
1708    2.90065564095e-03    1.43166235762e+01    1.52140050830e+00    0.00000000000e+00    
1709    2.90067340225e-03    1.43635676969e+01    1.52293042297e+00    0.00000000000e+00    
1710    2.90070892485e-03    1.44226631384e+01    1.52601384016e+00    0.00000000000e+00    
1711    2.90074444745e-03    1.44525941125e+01    1.52912634998e+00    0.00000000000e+00    
1712    2.90077997004e-03    1.44680792069e+01    1.53226435056e+00    0.00000000000e+00    
1713    2.90081549264e-03    1.44765592744e+01    1.53542390912e+00    0.00000000000e+00    
1714    2.90085101524e-03    1.44817021568e+01    1.53860125682e+00    0.00000000000e+00    
1715    2.90088653783e-03    1.44852806933e+01    1.54179288218e+00    0.00000000000e+00    
1716    2.90092206043e-03    1.44881272963e+01    1.54499544549e+00    0.00000000000e+00    
1717    2.90095758303e-03    1.44906219203e+01    1.54820648962e+00    0.00000000000e+00    
1718    2.90099310562e-03    1.44929238057e+01    1.55142421633e+00    0.00000000000e+00    
1719    2.90102862822e-03    1.44951010097e+01    1.55464725140e+00    0.00000000000e+00    
1720    2.90109967341e-03    1.44991615162e+01    1.56110488417e+00    0.00000000000e+00    
1721    2.90117071860e-03    1.45028662052e+01    1.56757347299e+00    0.00000000000e+00    
1722    2.90124176380e-03    1.45062293487e+01    1.57404875079e+00    0.00000000000e+00    
1723    2.90131280899e-03    1.45092822605e+01    1.58052783131e+00    0.00000000000e+00    
1724    2.90138385418e-03    1.45120591896e+01    1.58700872499e+00    0.00000000000e+00    
1725    2.90145489938e-03    1.45145992198e+01    1.59349005882e+00    0.00000000000e+00    
1726    2.90152594457e-03    1.45169326586e+01    1.59997087069e+00    0.00000000000e+00    
1727    2.90166803496e-03    1.45211050523e+01    1.61292831958e+00    0.00000000000e+00    
1728    2.90195221573e-03    1.45279927467e+01    1.63881800701e+00    0.00000000000e+00    
1729    2.90223639650e-03    1.45334818915e+01    1.66466747652e+00    0.00000000000e+00    
1730    2.90252057727e-03    1.45380387831e+01    1.69047340350e+00    0.00000000000e+00    
1731    2.90308893882e-03    1.45454271934e+01    1.74195282531e+00    0.00000000000e+00    
1732    2.90365730036e-03    1.45512252613e+01    1.79325549608e+00    0.00000000000e+00    
1733    2.90479402345e-03    1.45601936290e+01    1.89533208249e+00    0.00000000000e+00    
1734    2.90593074654e-03    1.45669336665e+01    1.99670600723e+00    0.00000000000e+00    
1735    2.90820419272e-03    1.45770456080e+01    2.19736328316e+00    0.00000000000e+00    
1736    2.91275108508e-03    1.45906309992e+01    2.59044093506e+00    0.00000000000e+00    
1737    2.91729797744e-03    1.45997194231e+01    2.97274283482e+00    0.00000000000e+00    
1738    2.92184486980e-03    1.46066419509e+01    3.34455219893e+00    0.00000000000e+00    
1739    2.92639176215e-03    1.46122618047e+01    3.70615004344e+00    0.00000000000e+00    
1740    2.93093865451e-03    1.46170073994e+01    4.05781233975e+00    0.00000000000e+00    
1741    2.93548554687e-03    1.46211215827e+01    4.39980901942e+00    0.00000000000e+00    
1742    2.94003243923e-03    1.46247589428e+01    4.73240349959e+00    0.00000000000e+00    
1743    2.94457933159e-03    1.46280215262e+01    5.05585257926e+00    0.00000000000e+00    
1744    2.94912622395e-03    1.46309826693e+01    5.37040639386e+00    0.00000000000e+00    
1745    2.95367311630e-03    1.46336949343e+01    5.67630850627e+00    0.00000000000e+00    
1746    2.95822000866e-03    1.46361988364e+01    5.97379598206e+00    0.00000000000e+00    
1747    2.96276690102e-03    1.46385251512e+01    6.26309953419e+00    0.00000000000e+00    
1748    2.96731379338e-03    1.46406985023e+01    6.54444363947e+00    0.00000000000e+00    
1749    2.97186068574e-03    1.46427386329e+01    6.81804669715e+00    0.00000000000e+00    
1750    2.97640757810e-03    1.46446614761e+01    7.08412115958e+00    0.00000000000e+00    
1751    2.98095447045e-03    1.46464806299e+01    7.34287369126e+00    0.00000000000e+00    
1752    2.98550136281e-03    1.46482068356e+01    7.59450530265e+00    0.00000000000e+00    
1753    2.99004825517e-03    1.46498500244e+01    7.83921150454e+00    0.00000000000e+00    
1754    2.99459514753e-03    1.46514176198e+01    8.07718243995e+00    0.00000000000e+00    
1755    2.99914203989e-03    1.46529172489e+01    8.30860303168e+00    0.00000000000e+00    
1756    3.00000000000e-03    1.46531926734e+01    8.35154765046e+00    0.00000000000e+00    
1757    3.00000062500e-03    1.46531821515e+01    8.35157921884e+00    9.37500000157e-02    
1758    3.00000097120e-03    1.46531724440e+01    8.35159668883e+00    1.45679996842e-01    
1759    3.00000128278e-03    1.46531621033e+01    8.35161236436e+00    1.92416993992e-01    
1760    3.00000159436e-03    1.46531512871e+01    8.35162801047e+00    2.39153991142e-01    
1761    3.00000221752e-03    1.46531306929e+01    8.35165915246e+00    3.32627985442e-01    
1762    3.00000284068e-03    1.46531157208e+01    8.35169016883e+00    4.26101979742e-01    
1763    3.00000346384e-03    1.46531068854e+01    8.35172114415e+00    5.19575974042e-01    
1764    3.00000471016e-03    1.46530999307e+01    8.35178311849e+00    7.06523962707e-01    
1765    3.00000595648e-03    1.46531005000e+01    8.35184516907e+00    8.93471951372e-01    
1766    3.00000720280e-03    1.46531035798e+01    8.35190729112e+00    1.08041994004e+00    
1767    3.00000844912e-03    1.46531074057e+01    8.35196945849e+00    1.26736792870e+00    
1768    3.00000969544e-03    1.46531114406e+01    8.35203165345e+00    1.45431591737e+00    
1769    3.00001094176e-03    1.46531154663e+01    8.35209386592e+00    1.64126390603e+00    
1770    3.00001218808e-03    1.46531193833e+01    8.35215608942e+00    1.82821189470e+00    
1771    3.00001343440e-03    1.46531231552e+01    8.35221832073e+00    2.01515988336e+00    
1772    3.00001592704e-03    1.46531301706e+01    8.35234279627e+00    2.38905586063e+00    
1773    3.00001841968e-03    1.46531365622e+01    8.35246728364e+00    2.76295183789e+00    
1774    3.00002091232e-03    1.46531423546e+01    8.35259177554e+00    3.13684781516e+00    
1775    3.00002340496e-03    1.46531476564e+01    8.35271626932e+00    3.51074379242e+00    
1776    3.00002589760e-03    1.46531525419e+01    8.35284076276e+00    3.88463976969e+00    
1777    3.00002839024e-03    1.46531570819e+01    8.35296525499e+00    4.25853574695e+00    
1778    3.00003337552e-03    1.46531653441e+01    8.35321423255e+00    5.00632770148e+00    
1779    3.00003836080e-03    1.46531727375e+01    8.35346320115e+00    5.75411965601e+00    
1780    3.00004334608e-03    1.46531794382e+01    8.35371215863e+00    6.50191161054e+00    
1781    3.00004833136e-03    1.46531856249e+01    8.35396110640e+00    7.24970356508e+00    
1782    3.00005331664e-03    1.46531913560e+01    8.35421004453e+00    7.99749551961e+00    
1783    3.00005830192e-03    1.46531967221e+01    8.35445897396e+00    8.74528747414e+00    
1784    3.00006328720e-03    1.46532017584e+01    8.35470789500e+00    9.49307942867e+00    
1785    3.00006827248e-03    1.46532065174e+01    8.35495680825e+00    1.02408713832e+01    
1786    3.00007325776e-03    1.46532110609e+01    8.35520571393e+00    1.09886633377e+01    
1787    3.00007409496e-03    1.46532117711e+01    8.35524751346e+00    1.11142436263e+01    
1788    3.00007576936e-03    1.46532132880e+01    8.35533111086e+00    1.13654042034e+01    
1789    3.00007628174e-03    1.46532137837e+01    8.35535669218e+00    1.14422607520e+01    
1790    3.00007679412e-03    1.46532142836e+01    8.35538227328e+00    1.15191173006e+01    
1791    3.00007781887e-03    1.46532153595e+01    8.35543343523e+00    1.16728303978e+01    
1792    3.00007884362e-03    1.46532165669e+01    8.35548459704e+00    1.18265434951e+01    
1793    3.00007986838e-03    1.46532179601e+01    8.35553575863e+00    1.19802565924e+01    
1794    3.00008089313e-03    1.46532195974e+01    8.35558692027e+00    1.21339696896e+01    
1795    3.00008191789e-03    1.46532214823e+01    8.35563808210e+00    1.22876827869e+01    
1796    3.00008294264e-03    1.46532235788e+01    8.35568924437e+00    1.24413958842e+01    
1797    3.00008396739e-03    1.46532258114e+01    8.35574040713e+00    1.25951089814e+01    
1798    3.00008601690e-03    1.46532303447e+01    8.35584273417e+00    1.29025351759e+01    
1799    3.00008806641e-03    1.46532346497e+01    8.35594506286e+00    1.32099613703e+01    
1800    3.00009011592e-03    1.46532384887e+01    8.35604739257e+00    1.35173875648e+01    
1801    3.00009216543e-03    1.46532418025e+01    8.35614972262e+00    1.38248137593e+01    
1802    3.00009421493e-03    1.46532446254e+01    8.35625205248e+00    1.41322399537e+01    
1803    3.00009626444e-03    1.46532470115e+01    8.35635438167e+00    1.44396661482e+01    
1804    3.00009831395e-03    1.46532490192e+01    8.35645670984e+00    1.47470923427e+01    
1805    3.00010000000e-03    1.46532504237e+01    8.35654089029e+00    1.50000000000e+01    
1806    3.00010020495e-03    1.46532525044e+01    8.35655106954e+00    1.50000000000e+01    
1807    3.00010035414e-03    1.46532555660e+01    8.35655847582e+00    1.50000000000e+01    
1808    3.00010050333e-03    1.46532593649e+01    8.35656588357e+00    1.50000000000e+01    
1809    3.00010080170e-03    1.46532698571e+01    8.35658071688e+00    1.50000000000e+01    
1810    3.00010139846e-03    1.46532912124e+01    8.35661044206e+00    1.50000000000e+01    
1811    3.00010199521e-03    1.46533060213e+01    8.35664020441e+00    1.50000000000e+01    
1812    3.00010318872e-03    1.46533185756e+01    8.35669974966e+00    1.50000000000e+01    
1813    3.00010557573e-03    1.46533158086e+01    8.35681886319e+00    1.50000000000e+01    
1814    3.00010796275e-03    1.46533038743e+01    8.35693800202e+00    1.50000000000e+01    
1815    3.00011034976e-03    1.46532935137e+01    8.35705715373e+00    1.50000000000e+01    
1816    3.00011273678e-03    1.46532848015e+01    8.35717630374e+00    1.50000000000e+01    
1817    3.00011512379e-03    1.46532777701e+01    8.35729544849e+00    1.50000000000e+01    
1818    3.00011751081e-03    1.46532721292e+01    8.35741458727e+00    1.50000000000e+01    
1819    3.00011989782e-03    1.46532676466e+01    8.35753371973e+00    1.50000000000e+01    
1820    3.00012228484e-03    1.46532640803e+01    8.35765284640e+00    1.50000000000e+01    
1821    3.00012467185e-03    1.46532612620e+01    8.35777196735e+00    1.50000000000e+01    
1822    3.00012944588e-03    1.46532572509e+01    8.35801019451e+00    1.50000000000e+01    
1823    3.00013899394e-03    1.46532533486e+01    8.35848659771e+00    1.50000000000e+01    
1824    3.00014854200e-03    1.46532525610e+01    8.35896294328e+00    1.50000000000e+01    
1825    3.00015809005e-03    1.46532531929e+01    8.35943924265e+00    1.50000000000e+01    
1826    3.00017718617e-03    1.46532562613e+01    8.36039172947e+00    1.50000000000e+01    
1827    3.00019628229e-03    1.46532605532e+01    8.36134408151e+00    1.50000000000e+01    
1828    3.00021537840e-03    1.46532653947e+01    8.36229630957e+00    1.50000000000e+01    
1829    3.00023447452e-03    1.46532705900e+01    8.36324841783e+00    1.50000000000e+01    
1830    3.00027266675e-03    1.46532816365e+01    8.36515228460e+00    1.50000000000e+01    
1831    3.00031085899e-03    1.46532932804e+01    8.36705569094e+00    1.50000000000e+01    
1832    3.00034905122e-03    1.46533052544e+01    8.36895864251e+00    1.50000000000e+01    
1833    3.00038724345e-03    1.46533173343e+01    8.37086114256e+00    1.50000000000e+01    
1834    3.00039334065e-03    1.46533192750e+01    8.37116481967e+00    1.50000000000e+01    
1835    3.00039943784e-03    1.46533212230e+01    8.37146849104e+00    1.50000000000e+01    
1836    3.00041163224e-03    1.46533251080e+01    8.37207579952e+00    1.50000000000e+01    
1837    3.00042382663e-03    1.46533289388e+01    8.37268306269e+00    1.50000000000e+01    
1838    3.00044821541e-03    1.46533365112e+01    8.37389745400e+00    1.50000000000e+01    
1839    3.00047260419e-03    1.46533441054e+01    8.37511166448e+00    1.50000000000e+01    
1840    3.00052138175e-03    1.46533594481e+01    8.37753953741e+00    1.50000000000e+01    
1841    3.00057015932e-03    1.46533749469e+01    8.37996667652e+00    1.50000000000e+01    
1842    3.00061893688e-03    1.46533904458e+01    8.38239308193e+00    1.50000000000e+01    
1843    3.00066771445e-03    1.46534059634e+01    8.38481875487e+00    1.50000000000e+01    
1844    3.00076526957e-03    1.46534369625e+01    8.38966790799e+00    1.50000000000e+01    
1845    3.00096037983e-03    1.46534988814e+01    8.39935747138e+00    1.50000000000e+01    
1846    3.00135060034e-03    1.46536224285e+01    8.41870176436e+00    1.50000000000e+01    
1847    3.00174082085e-03    1.46537455564e+01    8.43799974615e+00    1.50000000000e+01    
1848    3.00213104136e-03    1.46538682487e+01    8.45725153981e+00    1.50000000000e+01    
1849    3.00252126187e-03    1.46539905052e+01    8.47645725459e+00    1.50000000000e+01    
1850    3.00330170289e-03    1.46542337438e+01    8.51473094859e+00    1.50000000000e+01    
