Index        TIME          {V(2)+1.0}    {I(VPULSE) + 3.0E-3}
1665    6.66351685e-09   6.50000000e+00   2.99998256e-03   
1666    6.67759570e-09   6.50000000e+00   2.99998251e-03   
1667    6.70575340e-09   6.50000000e+00   2.99998252e-03   
1668    6.72101592e-09   6.50000000e+00   2.99998261e-03   
1669    6.73627844e-09   6.50000000e+00   2.99998275e-03   
1670    6.75154096e-09   6.50000000e+00   2.99998292e-03   
1671    6.78206600e-09   6.50000000e+00   2.99998333e-03   
1672    6.79878643e-09   6.50000000e+00   2.99998361e-03   
1673    6.81550687e-09   6.50000000e+00   2.99998391e-03   
1674    6.83222730e-09   6.50000000e+00   2.99998423e-03   
1675    6.86566816e-09   6.50000000e+00   2.99998490e-03   
1676    6.88423616e-09   6.50000000e+00   2.99998530e-03   
1677    6.90280415e-09   6.50000000e+00   2.99998571e-03   
1678    6.92137215e-09   6.50000000e+00   2.99998612e-03   
1679    6.95850814e-09   6.50000000e+00   2.99998695e-03   
1680    6.97946919e-09   6.50000000e+00   2.99998741e-03   
1681    7.00043023e-09   6.50000000e+00   2.99998788e-03   
1682    7.02139128e-09   6.50000000e+00   2.99998833e-03   
1683    7.06331337e-09   6.50000000e+00   2.99998922e-03   
1684    7.08746247e-09   6.50000000e+00   2.99998971e-03   
1685    7.11161157e-09   6.50000000e+00   2.99999019e-03   
1686    7.13576067e-09   6.50000000e+00   2.99999065e-03   
1687    7.18405887e-09   6.50000000e+00   2.99999153e-03   
1688    7.21261423e-09   6.50000000e+00   2.99999201e-03   
1689    7.24116959e-09   6.50000000e+00   2.99999247e-03   
1690    7.26972495e-09   6.50000000e+00   2.99999290e-03   
1691    7.32683566e-09   6.50000000e+00   2.99999372e-03   
1692    7.36178769e-09   6.50000000e+00   2.99999416e-03   
1693    7.39673972e-09   6.50000000e+00   2.99999457e-03   
1694    7.43169175e-09   6.50000000e+00   2.99999496e-03   
1695    7.50159582e-09   6.50000000e+00   2.99999566e-03   
1696    7.54648563e-09   6.50000000e+00   2.99999604e-03   
1697    7.59137544e-09   6.50000000e+00   2.99999639e-03   
1698    7.63626524e-09   6.50000000e+00   2.99999670e-03   
1699    7.72604486e-09   6.50000000e+00   2.99999725e-03   
1700    7.78796172e-09   6.50000000e+00   2.99999756e-03   
1701    7.84987859e-09   6.50000000e+00   2.99999783e-03   
1702    7.91179545e-09   6.50000000e+00   2.99999806e-03   
1703    8.03562917e-09   6.50000000e+00   2.99999844e-03   
1704    8.13145294e-09   6.50000000e+00   2.99999866e-03   
1705    8.22727671e-09   6.50000000e+00   2.99999884e-03   
1706    8.32310048e-09   6.50000000e+00   2.99999899e-03   
1707    8.51474803e-09   6.50000000e+00   2.99999921e-03   
1708    8.68723081e-09   6.50000000e+00   2.99999935e-03   
1709    8.85971360e-09   6.50000000e+00   2.99999944e-03   
1710    9.03219639e-09   6.50000000e+00   2.99999951e-03   
1711    9.37716197e-09   6.50000000e+00   2.99999961e-03   
1712    9.72212754e-09   6.50000000e+00   2.99999969e-03   
1713    1.00670931e-08   6.50000000e+00   2.99999974e-03   
1714    1.07570243e-08   6.50000000e+00   2.99999980e-03   
1715    1.13779623e-08   6.50000000e+00   2.99999984e-03   
1716    1.19989003e-08   6.50000000e+00   2.99999987e-03   
1717    1.20000000e-08   6.50000000e+00   2.99999986e-03   
1718    1.20010997e-08   6.49395192e+00   4.35306735e-03   
1719    1.20011340e-08   6.49376291e+00   4.35533757e-03   
1720    1.20012027e-08   6.49338491e+00   4.35835053e-03   
1721    1.20012715e-08   6.49300690e+00   4.36112405e-03   
1722    1.20013402e-08   6.49262890e+00   4.36366385e-03   
1723    1.20014777e-08   6.49187289e+00   4.36830677e-03   
1724    1.20016014e-08   6.49119248e+00   4.37152976e-03   
1725    1.20017251e-08   6.49051207e+00   4.37438355e-03   
1726    1.20018488e-08   6.48983166e+00   4.37686371e-03   
1727    1.20020962e-08   6.48847084e+00   4.38120079e-03   
1728    1.20022924e-08   6.48739188e+00   4.38349900e-03   
1729    1.20024886e-08   6.48631292e+00   4.38550555e-03   
1730    1.20026847e-08   6.48523395e+00   4.38718873e-03   
1731    1.20030771e-08   6.48307603e+00   4.39013404e-03   
1732    1.20034189e-08   6.48119600e+00   4.39155904e-03   
1733    1.20037607e-08   6.47931596e+00   4.39291582e-03   
1734    1.20041026e-08   6.47743593e+00   4.39408068e-03   
1735    1.20047862e-08   6.47367587e+00   4.39637521e-03   
1736    1.20054699e-08   6.46991580e+00   4.39751944e-03   
1737    1.20061535e-08   6.46615574e+00   4.39900066e-03   
1738    1.20075208e-08   6.45863561e+00   4.40131273e-03   
1739    1.20087514e-08   6.45186750e+00   4.40391272e-03   
1740    1.20099819e-08   6.44509938e+00   4.40644373e-03   
1741    1.20112125e-08   6.43833126e+00   4.40897542e-03   
1742    1.20136736e-08   6.42479503e+00   4.41500951e-03   
1743    1.20156223e-08   6.41407730e+00   4.41762928e-03   
1744    1.20173761e-08   6.40443134e+00   4.42118348e-03   
1745    1.20191299e-08   6.39478538e+00   4.42474753e-03   
1746    1.20208837e-08   6.38513942e+00   4.42833480e-03   
1747    1.20243914e-08   6.36584750e+00   4.43685855e-03   
1748    1.20265871e-08   6.35377096e+00   4.44002651e-03   
1749    1.20287828e-08   6.34169442e+00   4.44421133e-03   
1750    1.20309786e-08   6.32961788e+00   4.44861554e-03   
1751    1.20353700e-08   6.30546480e+00   4.45915721e-03   
1752    1.20378057e-08   6.29206849e+00   4.46288749e-03   
1753    1.20402414e-08   6.27867217e+00   4.46743975e-03   
1754    1.20426771e-08   6.26527585e+00   4.47229476e-03   
1755    1.20475485e-08   6.23848322e+00   4.48384711e-03   
1756    1.20502488e-08   6.22363150e+00   4.48818623e-03   
1757    1.20529491e-08   6.20877978e+00   4.49313219e-03   
1758    1.20556494e-08   6.19392806e+00   4.49848087e-03   
1759    1.20610501e-08   6.16422461e+00   4.51114129e-03   
1760    1.20640280e-08   6.14784582e+00   4.51613886e-03   
1761    1.20670060e-08   6.13146704e+00   4.52148781e-03   
1762    1.20699840e-08   6.11508825e+00   4.52735068e-03   
1763    1.20759399e-08   6.08233067e+00   4.54115780e-03   
1764    1.20791808e-08   6.06450543e+00   4.54683009e-03   
1765    1.20824218e-08   6.04668018e+00   4.55254109e-03   
1766    1.20856627e-08   6.02885493e+00   4.55888255e-03   
1767    1.20921446e-08   5.99320444e+00   4.57373619e-03   
1768    1.20955423e-08   5.97451730e+00   4.57998098e-03   
1769    1.20989400e-08   5.95583016e+00   4.58585125e-03   
1770    1.21023376e-08   5.93714302e+00   4.59175477e-03   
1771    1.21091330e-08   5.89976874e+00   4.59926931e-03   
1772    1.21118246e-08   5.88496486e+00   4.59936478e-03   
1773    1.21145162e-08   5.87016097e+00   4.59874900e-03   
1774    1.21172078e-08   5.85535709e+00   4.59867867e-03   
1775    1.21225910e-08   5.82574932e+00   4.59886320e-03   
1776    1.21252170e-08   5.81130627e+00   4.59912431e-03   
1777    1.21278430e-08   5.79686323e+00   4.59935466e-03   
1778    1.21304691e-08   5.78242018e+00   4.59958105e-03   
1779    1.21357211e-08   5.75353409e+00   4.60002790e-03   
1780    1.21403962e-08   5.72782066e+00   4.60046588e-03   
1781    1.21450714e-08   5.70210722e+00   4.60093885e-03   
1782    1.21497466e-08   5.67639379e+00   4.60143898e-03   
1783    1.21590969e-08   5.62496692e+00   4.60250926e-03   
1784    1.21666232e-08   5.58357249e+00   4.60343940e-03   
1785    1.21741494e-08   5.54217806e+00   4.60442548e-03   
1786    1.21816757e-08   5.50078363e+00   4.60546501e-03   
1787    1.21892020e-08   5.45938920e+00   4.60655545e-03   
1788    1.21942195e-08   5.43179291e+00   4.60730980e-03   
1789    1.21992370e-08   5.40419662e+00   4.60808546e-03   
1790    1.22042545e-08   5.37660033e+00   4.60888189e-03   
1791    1.22087702e-08   5.35176367e+00   4.60961508e-03   
1792    1.22132860e-08   5.32692702e+00   4.61036348e-03   
1793    1.22178018e-08   5.30209036e+00   4.61112650e-03   
1794    1.22223175e-08   5.27725370e+00   4.61190470e-03   
1795    1.22268333e-08   5.25241704e+00   4.61269731e-03   
1796    1.22313490e-08   5.22758038e+00   4.61350395e-03   
1797    1.22358648e-08   5.20274372e+00   4.61432438e-03   
1798    1.22403805e-08   5.17790706e+00   4.61515822e-03   
1799    1.22448963e-08   5.15307040e+00   4.61600514e-03   
1800    1.22494120e-08   5.12823375e+00   4.61686508e-03   
1801    1.22539278e-08   5.10339709e+00   4.61773768e-03   
1802    1.22584436e-08   5.07856043e+00   4.61862266e-03   
1803    1.22629593e-08   5.05372377e+00   4.61951992e-03   
1804    1.22674751e-08   5.02888711e+00   4.62042918e-03   
1805    1.22719908e-08   5.00405045e+00   4.62135019e-03   
1806    1.22787645e-08   4.96679546e+00   4.62275358e-03   
1807    1.22855381e-08   4.92954048e+00   4.62418268e-03   
1808    1.22923117e-08   4.89228549e+00   4.62563707e-03   
1809    1.22990854e-08   4.85503050e+00   4.62711640e-03   
1810    1.23043249e-08   4.82621287e+00   4.62827720e-03   
1811    1.23095645e-08   4.79739524e+00   4.62945232e-03   
1812    1.23148041e-08   4.76857761e+00   4.63064158e-03   
1813    1.23200436e-08   4.73975998e+00   4.63184479e-03   
1814    1.23252832e-08   4.71094235e+00   4.63306297e-03   
1815    1.23305228e-08   4.68212472e+00   4.63429579e-03   
1816    1.23357623e-08   4.65330708e+00   4.63554343e-03   
1817    1.23410019e-08   4.62448945e+00   4.63680616e-03   
1818    1.23462415e-08   4.59567182e+00   4.63808262e-03   
1819    1.23514811e-08   4.56685419e+00   4.63937342e-03   
1820    1.23567206e-08   4.53803656e+00   4.64067849e-03   
1821    1.23619602e-08   4.50921893e+00   4.64199775e-03   
1822    1.23671998e-08   4.48040130e+00   4.64333105e-03   
1823    1.23724393e-08   4.45158367e+00   4.64467831e-03   
1824    1.23776789e-08   4.42276604e+00   4.64603941e-03   
1825    1.23829185e-08   4.39394841e+00   4.64741422e-03   
1826    1.23881580e-08   4.36513078e+00   4.64880276e-03   
1827    1.23933976e-08   4.33631315e+00   4.65020487e-03   
1828    1.23986372e-08   4.30749552e+00   4.65162044e-03   
1829    1.24038767e-08   4.27867789e+00   4.65304934e-03   
1830    1.24091163e-08   4.24986026e+00   4.65449065e-03   
1831    1.24143559e-08   4.22104263e+00   4.65594434e-03   
1832    1.24195955e-08   4.19222500e+00   4.65741004e-03   
1833    1.24248350e-08   4.16340737e+00   4.65888735e-03   
1834    1.24332183e-08   4.11729916e+00   4.66127076e-03   
1835    1.24416016e-08   4.07119095e+00   4.66367528e-03   
1836    1.24499850e-08   4.02508274e+00   4.66609469e-03   
1837    1.24583683e-08   3.97897453e+00   4.66852118e-03   
1838    1.24667516e-08   3.93286632e+00   4.67094510e-03   
1839    1.24731160e-08   3.89786180e+00   4.67280022e-03   
1840    1.24794805e-08   3.86285728e+00   4.67466013e-03   
1841    1.24858450e-08   3.82785277e+00   4.67652558e-03   
1842    1.24922094e-08   3.79284825e+00   4.67839799e-03   
1843    1.24985739e-08   3.75784373e+00   4.68027964e-03   
1844    1.25049383e-08   3.72283921e+00   4.68207468e-03   
1845    1.25113028e-08   3.68783469e+00   4.68380539e-03   
1846    1.25176672e-08   3.65283017e+00   4.68544603e-03   
1847    1.25240317e-08   3.61782565e+00   4.68696586e-03   
1848    1.25303962e-08   3.58282114e+00   4.68832871e-03   
1849    1.25383517e-08   3.53906549e+00   4.68995283e-03   
1850    1.25463073e-08   3.49530984e+00   4.69136528e-03   
1851    1.25542629e-08   3.45155419e+00   4.69253561e-03   
1852    1.25622184e-08   3.40779854e+00   4.69343206e-03   
1853    1.25701740e-08   3.36404289e+00   4.69351313e-03   
1854    1.25781296e-08   3.32028725e+00   4.69280967e-03   
1855    1.25860852e-08   3.27653160e+00   4.69112959e-03   
1856    1.25940407e-08   3.23277595e+00   4.68825869e-03   
1857    1.25999951e-08   3.20002696e+00   4.68485820e-03   
1858    1.26059495e-08   3.16727797e+00   4.68033223e-03   
1859    1.26119038e-08   3.13452898e+00   4.67450662e-03   
1860    1.26178582e-08   3.10177999e+00   4.66719396e-03   
1861    1.26232171e-08   3.07230589e+00   4.65695145e-03   
1862    1.26285760e-08   3.04283180e+00   4.64357631e-03   
1863    1.26339350e-08   3.01335771e+00   4.62644257e-03   
1864    1.26392939e-08   2.98388362e+00   4.60486582e-03   
1865    1.26438065e-08   2.95906448e+00   4.57808791e-03   
1866    1.26483190e-08   2.93424534e+00   4.54391418e-03   
1867    1.26528316e-08   2.90942620e+00   4.50092451e-03   
1868    1.26573442e-08   2.88460707e+00   4.44757272e-03   
1869    1.26580138e-08   2.88092429e+00   4.44681495e-03   
1870    1.26587290e-08   2.87699053e+00   4.43626463e-03   
1871    1.26593239e-08   2.87371831e+00   4.42579470e-03   
1872    1.26605138e-08   2.86717386e+00   4.41048001e-03   
1873    1.26614943e-08   2.86178146e+00   4.39068460e-03   
1874    1.26624747e-08   2.85638905e+00   4.37133279e-03   
1875    1.26632195e-08   2.85229260e+00   4.35966300e-03   
1876    1.26639643e-08   2.84819614e+00   4.35813993e-03   
1877    1.26645845e-08   2.84478521e+00   4.35814420e-03   
1878    1.26658248e-08   2.83796335e+00   4.35814939e-03   
1879    1.26670652e-08   2.83114149e+00   4.35815476e-03   
1880    1.26695459e-08   2.81749778e+00   4.35815919e-03   
1881    1.26717785e-08   2.80521844e+00   4.35816913e-03   
1882    1.26740111e-08   2.79293910e+00   4.35817679e-03   
1883    1.26762437e-08   2.78065975e+00   4.35818427e-03   
1884    1.26807089e-08   2.75610107e+00   4.35820643e-03   
1885    1.26834458e-08   2.74104810e+00   4.35820992e-03   
1886    1.26861827e-08   2.72599514e+00   4.35821354e-03   
1887    1.26889196e-08   2.71094217e+00   4.35822897e-03   
1888    1.26916565e-08   2.69588920e+00   4.35825479e-03   
1889    1.26943934e-08   2.68083623e+00   4.35825673e-03   
1890    1.26965758e-08   2.66883320e+00   4.35825990e-03   
1891    1.26987582e-08   2.65683016e+00   4.35827333e-03   
1892    1.27009405e-08   2.64482712e+00   4.35828475e-03   
1893    1.27053053e-08   2.62082105e+00   4.35831538e-03   
1894    1.27079497e-08   2.60627676e+00   4.35832128e-03   
1895    1.27105941e-08   2.59173248e+00   4.35832726e-03   
1896    1.27129741e-08   2.57864263e+00   4.35834679e-03   
1897    1.27153540e-08   2.56555277e+00   4.35836144e-03   
1898    1.27177340e-08   2.55246292e+00   4.35837567e-03   
1899    1.27224940e-08   2.52628321e+00   4.35841428e-03   
1900    1.27250469e-08   2.51224215e+00   4.35842215e-03   
1901    1.27273445e-08   2.49960520e+00   4.35843043e-03   
1902    1.27292786e-08   2.48896777e+00   4.35843707e-03   
1903    1.27312127e-08   2.47833033e+00   4.35844136e-03   
1904    1.27350808e-08   2.45705547e+00   4.35845617e-03   
1905    1.27377239e-08   2.44251852e+00   4.35846485e-03   
1906    1.27403670e-08   2.42798157e+00   4.35847367e-03   
1907    1.27430101e-08   2.41344462e+00   4.35847965e-03   
1908    1.27456532e-08   2.39890767e+00   4.35849090e-03   
1909    1.27485721e-08   2.38285351e+00   4.35850104e-03   
1910    1.27514910e-08   2.36679936e+00   4.35851540e-03   
1911    1.27544100e-08   2.35074520e+00   4.35852057e-03   
1912    1.27574057e-08   2.33426863e+00   4.35853305e-03   
1913    1.27604014e-08   2.31779206e+00   4.35854484e-03   
1914    1.27633972e-08   2.30131550e+00   4.35855633e-03   
1915    1.27664292e-08   2.28463961e+00   4.35856789e-03   
1916    1.27694611e-08   2.26796372e+00   4.35857976e-03   
1917    1.27724931e-08   2.25128783e+00   4.35859173e-03   
1918    1.27755322e-08   2.23457281e+00   4.35860387e-03   
1919    1.27785713e-08   2.21785778e+00   4.35861620e-03   
1920    1.27816104e-08   2.20114275e+00   4.35783055e-03   
1921    1.27846495e-08   2.18442772e+00   4.35369588e-03   
1922    1.27865593e-08   2.17392408e+00   4.35121341e-03   
1923    1.27884690e-08   2.16342043e+00   4.34826372e-03   
1924    1.27903788e-08   2.15291679e+00   4.34524570e-03   
1925    1.27926420e-08   2.14046878e+00   4.34187990e-03   
1926    1.27949053e-08   2.12802077e+00   4.33830840e-03   
1927    1.27971686e-08   2.11557276e+00   4.33470771e-03   
1928    1.27994504e-08   2.10302255e+00   4.33108228e-03   
1929    1.28013425e-08   2.09261605e+00   4.32780667e-03   
1930    1.28032346e-08   2.08220954e+00   4.32475269e-03   
1931    1.28051267e-08   2.07180304e+00   4.32172339e-03   
1932    1.28075489e-08   2.05848099e+00   4.31822854e-03   
1933    1.28099711e-08   2.04515895e+00   4.31440378e-03   
1934    1.28123933e-08   2.03183691e+00   4.31055475e-03   
1935    1.28150757e-08   2.01708371e+00   4.30646953e-03   
1936    1.28177581e-08   2.00233052e+00   4.30221384e-03   
1937    1.28204405e-08   1.98757732e+00   4.29794467e-03   
1938    1.28232926e-08   1.97189073e+00   4.29352756e-03   
1939    1.28261447e-08   1.95620415e+00   4.28899561e-03   
1940    1.28289968e-08   1.94051756e+00   4.28445709e-03   
1941    1.28319104e-08   1.92449278e+00   4.27986639e-03   
1942    1.28348240e-08   1.90846800e+00   4.27523319e-03   
1943    1.28377376e-08   1.89244322e+00   4.27059895e-03   
1944    1.28406670e-08   1.87633171e+00   4.26595248e-03   
1945    1.28435963e-08   1.86022020e+00   4.26129565e-03   
1946    1.28465257e-08   1.84410869e+00   4.25663964e-03   
1947    1.28494495e-08   1.82802794e+00   4.25198938e-03   
1948    1.28522417e-08   1.81267040e+00   4.24745075e-03   
1949    1.28545257e-08   1.80010868e+00   4.24342570e-03   
1950    1.28568096e-08   1.78754697e+00   4.24003897e-03   
1951    1.28590936e-08   1.77498525e+00   4.24385625e-03   
1952    1.28613775e-08   1.76242353e+00   4.25999230e-03   
1953    1.28636615e-08   1.74986181e+00   4.27072820e-03   
1954    1.28659454e-08   1.73730010e+00   4.27609482e-03   
1955    1.28682294e-08   1.72473838e+00   4.28682957e-03   
1956    1.28705133e-08   1.71217666e+00   4.29755997e-03   
1957    1.28750812e-08   1.68705323e+00   4.31365847e-03   
1958    1.28786234e-08   1.66757143e+00   4.33270010e-03   
1959    1.28821655e-08   1.64808963e+00   4.34932558e-03   
1960    1.28857077e-08   1.62860783e+00   4.36595359e-03   
1961    1.28927920e-08   1.58964424e+00   4.40749896e-03   
1962    1.28971764e-08   1.56552976e+00   4.41777083e-03   
1963    1.29009419e-08   1.54481954e+00   4.43686937e-03   
1964    1.29042873e-08   1.52641984e+00   4.45352480e-03   
1965    1.29076327e-08   1.50802014e+00   4.46919868e-03   
1966    1.29109781e-08   1.48962045e+00   4.48486513e-03   
1967    1.29128696e-08   1.47921729e+00   4.49712668e-03   
1968    1.29147611e-08   1.46881414e+00   4.51672683e-03   
1969    1.29164634e-08   1.45945130e+00   4.54574824e-03   
1970    1.29178651e-08   1.45174169e+00   4.57089591e-03   
1971    1.29192338e-08   1.44421436e+00   4.59308751e-03   
1972    1.29206024e-08   1.43668703e+00   4.61477736e-03   
1973    1.29222354e-08   1.42770540e+00   4.63830862e-03   
1974    1.29238684e-08   1.41872378e+00   4.66356306e-03   
1975    1.29255014e-08   1.40974216e+00   4.68850144e-03   
1976    1.29273190e-08   1.39974549e+00   4.71453215e-03   
1977    1.29291366e-08   1.38974882e+00   4.74155130e-03   
1978    1.29310801e-08   1.37905940e+00   4.76914244e-03   
1979    1.29330641e-08   1.36814722e+00   4.79752360e-03   
1980    1.29347915e-08   1.35864690e+00   4.82177147e-03   
1981    1.29362809e-08   1.35045519e+00   4.83874404e-03   
1982    1.29377703e-08   1.34226349e+00   4.85252994e-03   
1983    1.29392597e-08   1.33407179e+00   4.86606687e-03   
1984    1.29422385e-08   1.31768839e+00   4.88619099e-03   
1985    1.29444160e-08   1.30571177e+00   4.90827992e-03   
1986    1.29465936e-08   1.29373515e+00   4.92676967e-03   
1987    1.29487712e-08   1.28175854e+00   4.94477325e-03   
1988    1.29531263e-08   1.25780531e+00   4.97127802e-03   
1989    1.29559138e-08   1.24247434e+00   4.99850002e-03   
1990    1.29587012e-08   1.22714337e+00   5.01952107e-03   
1991    1.29614887e-08   1.21181240e+00   5.03980319e-03   
1992    1.29647327e-08   1.19397027e+00   5.06114338e-03   
1993    1.29679767e-08   1.17612815e+00   5.08322797e-03   
1994    1.29712207e-08   1.15828602e+00   5.10461077e-03   
1995    1.29777088e-08   1.12260177e+00   5.15501339e-03   
1996    1.29809067e-08   1.10501305e+00   5.16481841e-03   
1997    1.29841047e-08   1.08742433e+00   5.18287912e-03   
1998    1.29869828e-08   1.07159449e+00   5.19970945e-03   
1999    1.29903450e-08   1.05310232e+00   5.21664466e-03   
2000    1.29937072e-08   1.03461016e+00   5.23411717e-03   
2001    1.29970695e-08   1.01611800e+00   5.25101282e-03   
2002    1.30000000e-08   1.00000000e+00   5.27258308e-03   
2003    1.30029305e-08   1.00000000e+00   3.55017031e-03   
2004    1.30031137e-08   1.00000000e+00   3.53158134e-03   
2005    1.30034800e-08   1.00000000e+00   3.50274449e-03   
2006    1.30037194e-08   1.00000000e+00   3.48772053e-03   
2007    1.30039588e-08   1.00000000e+00   3.47552879e-03   
2008    1.30041981e-08   1.00000000e+00   3.46563815e-03   
2009    1.30046768e-08   1.00000000e+00   3.45007005e-03   
2010    1.30051051e-08   1.00000000e+00   3.44181603e-03   
2011    1.30055333e-08   1.00000000e+00   3.43612823e-03   
2012    1.30059615e-08   1.00000000e+00   3.43214989e-03   
2013    1.30068179e-08   1.00000000e+00   3.42716211e-03   
2014    1.30076743e-08   1.00000000e+00   3.42526398e-03   
2015    1.30085308e-08   1.00000000e+00   3.42495878e-03   
2016    1.30093872e-08   1.00000000e+00   3.42531334e-03   
2017    1.30111000e-08   1.00000000e+00   3.42632460e-03   
2018    1.30128129e-08   1.00000000e+00   3.42836799e-03   
2019    1.30162386e-08   1.00000000e+00   3.43138316e-03   
2020    1.30196643e-08   1.00000000e+00   3.43575322e-03   
2021    1.30230900e-08   1.00000000e+00   3.44004422e-03   
2022    1.30299414e-08   1.00000000e+00   3.45100862e-03   
2023    1.30343345e-08   1.00000000e+00   3.45225973e-03   
2024    1.30382882e-08   1.00000000e+00   3.45643976e-03   
2025    1.30422420e-08   1.00000000e+00   3.46022795e-03   
2026    1.30461958e-08   1.00000000e+00   3.46377754e-03   
2027    1.30541033e-08   1.00000000e+00   3.47310136e-03   
2028    1.30581967e-08   1.00000000e+00   3.47325133e-03   
2029    1.30622902e-08   1.00000000e+00   3.47577341e-03   
2030    1.30659742e-08   1.00000000e+00   3.47824185e-03   
2031    1.30696583e-08   1.00000000e+00   3.48030108e-03   
2032    1.30733424e-08   1.00000000e+00   3.48215948e-03   
2033    1.30807106e-08   1.00000000e+00   3.48756963e-03   
2034    1.30844404e-08   1.00000000e+00   3.48683566e-03   
2035    1.30881703e-08   1.00000000e+00   3.48782340e-03   
2036    1.30915271e-08   1.00000000e+00   3.48889143e-03   
2037    1.30948840e-08   1.00000000e+00   3.48965205e-03   
2038    1.30982409e-08   1.00000000e+00   3.49026250e-03   
2039    1.31049546e-08   1.00000000e+00   3.49274585e-03   
2040    1.31083794e-08   1.00000000e+00   3.49142199e-03   
2041    1.31118041e-08   1.00000000e+00   3.49136731e-03   
2042    1.31148864e-08   1.00000000e+00   3.49144805e-03   
2043    1.31179687e-08   1.00000000e+00   3.49131253e-03   
2044    1.31210509e-08   1.00000000e+00   3.49106398e-03   
2045    1.31272155e-08   1.00000000e+00   3.49153724e-03   
2046    1.31303786e-08   1.00000000e+00   3.48981006e-03   
2047    1.31335417e-08   1.00000000e+00   3.48901840e-03   
2048    1.31363885e-08   1.00000000e+00   3.48842622e-03   
2049    1.31392353e-08   1.00000000e+00   3.48767310e-03   
2050    1.31420821e-08   1.00000000e+00   3.48683386e-03   
2051    1.31477757e-08   1.00000000e+00   3.48592244e-03   
2052    1.31507051e-08   1.00000000e+00   3.48393387e-03   
2053    1.31536344e-08   1.00000000e+00   3.48264988e-03   
2054    1.31562708e-08   1.00000000e+00   3.48159683e-03   
2055    1.31589072e-08   1.00000000e+00   3.48042499e-03   
2056    1.31615436e-08   1.00000000e+00   3.47918778e-03   
2057    1.31668163e-08   1.00000000e+00   3.47731060e-03   
2058    1.31696058e-08   1.00000000e+00   3.47512047e-03   
2059    1.31723953e-08   1.00000000e+00   3.47347339e-03   
2060    1.31751848e-08   1.00000000e+00   3.47185220e-03   
2061    1.31807638e-08   1.00000000e+00   3.46917728e-03   
2062    1.31835413e-08   1.00000000e+00   3.46679628e-03   
2063    1.31863189e-08   1.00000000e+00   3.46488994e-03   
2064    1.31890964e-08   1.00000000e+00   3.46299976e-03   
2065    1.31946515e-08   1.00000000e+00   3.45972764e-03   
2066    1.31974187e-08   1.00000000e+00   3.45719097e-03   
2067    1.32001859e-08   1.00000000e+00   3.45504864e-03   
2068    1.32029530e-08   1.00000000e+00   3.45293190e-03   
2069    1.32084873e-08   1.00000000e+00   3.44921620e-03   
2070    1.32112827e-08   1.00000000e+00   3.44657126e-03   
2071    1.32140780e-08   1.00000000e+00   3.44429061e-03   
2072    1.32168733e-08   1.00000000e+00   3.44204733e-03   
2073    1.32224640e-08   1.00000000e+00   3.43803369e-03   
2074    1.32254539e-08   1.00000000e+00   3.43510085e-03   
2075    1.32284439e-08   1.00000000e+00   3.43253736e-03   
2076    1.32314339e-08   1.00000000e+00   3.43002481e-03   
2077    1.32374139e-08   1.00000000e+00   3.42551705e-03   
2078    1.32404332e-08   1.00000000e+00   3.42252449e-03   
2079    1.32434526e-08   1.00000000e+00   3.41989723e-03   
2080    1.32464719e-08   1.00000000e+00   3.41734511e-03   
2081    1.32525106e-08   1.00000000e+00   3.41285099e-03   
2082    1.32555233e-08   1.00000000e+00   3.40994770e-03   
2083    1.32585361e-08   1.00000000e+00   3.40744593e-03   
2084    1.32615489e-08   1.00000000e+00   3.40506891e-03   
2085    1.32675745e-08   1.00000000e+00   3.40117748e-03   
2086    1.32704968e-08   1.00000000e+00   3.39710072e-03   
2087    1.32734192e-08   1.00000000e+00   3.39149272e-03   
2088    1.32760100e-08   1.00000000e+00   3.38627320e-03   
2089    1.32786008e-08   1.00000000e+00   3.38151842e-03   
2090    1.32811916e-08   1.00000000e+00   3.37717852e-03   
2091    1.32863732e-08   1.00000000e+00   3.36922098e-03   
2092    1.32889214e-08   1.00000000e+00   3.36677824e-03   
2093    1.32914697e-08   1.00000000e+00   3.36436806e-03   
2094    1.32937631e-08   1.00000000e+00   3.36267972e-03   
2095    1.32960565e-08   1.00000000e+00   3.36151970e-03   
2096    1.32983499e-08   1.00000000e+00   3.36096407e-03   
2097    1.33001821e-08   1.00000000e+00   3.36121593e-03   
2098    1.33020144e-08   1.00000000e+00   3.36193453e-03   
2099    1.33038466e-08   1.00000000e+00   3.36327611e-03   
2100    1.33052835e-08   1.00000000e+00   3.36517329e-03   
2101    1.33067204e-08   1.00000000e+00   3.36750386e-03   
2102    1.33081574e-08   1.00000000e+00   3.37048999e-03   
2103    1.33092576e-08   1.00000000e+00   3.37375844e-03   
2104    1.33103578e-08   1.00000000e+00   3.37742683e-03   
2105    1.33114580e-08   1.00000000e+00   3.38175324e-03   
2106    1.33122927e-08   1.00000000e+00   3.38608822e-03   
2107    1.33131275e-08   1.00000000e+00   3.39080482e-03   
2108    1.33139623e-08   1.00000000e+00   3.39616271e-03   
2109    1.33147970e-08   1.00000000e+00   3.40438562e-03   
2110    1.33152464e-08   1.00000000e+00   3.40812456e-03   
2111    1.33156959e-08   1.00000000e+00   3.41233575e-03   
2112    1.33160926e-08   1.00000000e+00   3.41659103e-03   
2113    1.33164893e-08   1.00000000e+00   3.42117712e-03   
2114    1.33167821e-08   1.00000000e+00   3.42425314e-03   
