Index        TIME          {V(4)+1.5}          V(6)             V(7)
4114    2.05010608e-03   2.80917346e+00   3.09650838e-01   9.39176382e-01   
4115    2.05010637e-03   2.80917403e+00   3.09652581e-01   9.36260120e-01   
4116    2.05010667e-03   2.80917441e+00   3.09654323e-01   9.33343858e-01   
4117    2.05010696e-03   2.80917458e+00   3.09656065e-01   9.30427597e-01   
4118    2.05010725e-03   2.80917452e+00   3.09657807e-01   9.27511335e-01   
4119    2.05010754e-03   2.80917422e+00   3.09659550e-01   9.24595073e-01   
4120    2.05010812e-03   2.80917241e+00   3.09663034e-01   9.18762550e-01   
4121    2.05010871e-03   2.80916920e+00   3.09666519e-01   9.12930026e-01   
4122    2.05010929e-03   2.80916438e+00   3.09670003e-01   9.07097503e-01   
4123    2.05010987e-03   2.80915772e+00   3.09673488e-01   9.01264979e-01   
4124    2.05011046e-03   2.80914896e+00   3.09676972e-01   8.95432456e-01   
4125    2.05011104e-03   2.80913787e+00   3.09680457e-01   8.89599932e-01   
4126    2.05011162e-03   2.80912418e+00   3.09683941e-01   8.83767409e-01   
4127    2.05011221e-03   2.80910762e+00   3.09687426e-01   8.77934885e-01   
4128    2.05011279e-03   2.80908791e+00   3.09690910e-01   8.72102362e-01   
4129    2.05011396e-03   2.80903356e+00   3.09697880e-01   8.60437315e-01   
4130    2.05011512e-03   2.80896188e+00   3.09704849e-01   8.48772268e-01   
4131    2.05011629e-03   2.80887041e+00   3.09711818e-01   8.37107221e-01   
4132    2.05011746e-03   2.80875665e+00   3.09718786e-01   8.25442174e-01   
4133    2.05011862e-03   2.80861809e+00   3.09725755e-01   8.13777127e-01   
4134    2.05011979e-03   2.80845219e+00   3.09732724e-01   8.02112080e-01   
4135    2.05012096e-03   2.80825643e+00   3.09739693e-01   7.90447033e-01   
4136    2.05012212e-03   2.80802829e+00   3.09746662e-01   7.78781986e-01   
4137    2.05012329e-03   2.80776529e+00   3.09753631e-01   7.67116939e-01   
4138    2.05012562e-03   2.80708037e+00   3.09767569e-01   7.43786845e-01   
4139    2.05012795e-03   2.80621770e+00   3.09781507e-01   7.20456751e-01   
4140    2.05013029e-03   2.80515910e+00   3.09795444e-01   6.97126657e-01   
4141    2.05013262e-03   2.80388715e+00   3.09809382e-01   6.73796563e-01   
4142    2.05013495e-03   2.80238520e+00   3.09823319e-01   6.50466469e-01   
4143    2.05013729e-03   2.80063735e+00   3.09837257e-01   6.27136375e-01   
4144    2.05014195e-03   2.79604410e+00   3.09865131e-01   5.80476187e-01   
4145    2.05014662e-03   2.79025217e+00   3.09893005e-01   5.33815999e-01   
4146    2.05015128e-03   2.78317323e+00   3.09920880e-01   4.87155811e-01   
4147    2.05015595e-03   2.77473136e+00   3.09948753e-01   4.40495623e-01   
4148    2.05016062e-03   2.76486264e+00   3.09976627e-01   3.93835435e-01   
4149    2.05016995e-03   2.73908017e+00   3.10032373e-01   3.00515059e-01   
4150    2.05017928e-03   2.70706907e+00   3.10088118e-01   2.07194683e-01   
4151    2.05018861e-03   2.66877947e+00   3.10143863e-01   1.13874307e-01   
4152    2.05020000e-03   2.61286089e+00   3.10211883e-01   -3.19490203e-13  
4153    2.05020933e-03   2.56166745e+00   3.10267625e-01   0.00000000e+00   
4154    2.05021866e-03   2.50633822e+00   3.10323365e-01   0.00000000e+00   
4155    2.05022800e-03   2.44822916e+00   3.10379105e-01   0.00000000e+00   
4156    2.05023733e-03   2.38864977e+00   3.10434844e-01   0.00000000e+00   
4157    2.05024666e-03   2.32878516e+00   3.10490581e-01   0.00000000e+00   
4158    2.05025599e-03   2.26966622e+00   3.10546318e-01   0.00000000e+00   
4159    2.05026532e-03   2.21216256e+00   3.10602053e-01   0.00000000e+00   
4160    2.05027466e-03   2.15698636e+00   3.10657787e-01   0.00000000e+00   
4161    2.05028399e-03   2.10470152e+00   3.10713521e-01   0.00000000e+00   
4162    2.05029332e-03   2.05573564e+00   3.10769253e-01   0.00000000e+00   
4163    2.05030265e-03   2.01039324e+00   3.10824984e-01   0.00000000e+00   
4164    2.05031198e-03   1.96886956e+00   3.10880714e-01   0.00000000e+00   
4165    2.05032132e-03   1.93126421e+00   3.10936443e-01   0.00000000e+00   
4166    2.05033065e-03   1.89759455e+00   3.10992171e-01   0.00000000e+00   
4167    2.05033998e-03   1.86780832e+00   3.11047898e-01   0.00000000e+00   
4168    2.05034931e-03   1.84179557e+00   3.11103623e-01   0.00000000e+00   
4169    2.05035864e-03   1.81939966e+00   3.11159348e-01   0.00000000e+00   
4170    2.05036798e-03   1.80042734e+00   3.11215072e-01   0.00000000e+00   
4171    2.05037731e-03   1.78465785e+00   3.11270794e-01   0.00000000e+00   
4172    2.05038664e-03   1.77185105e+00   3.11326516e-01   0.00000000e+00   
4173    2.05039597e-03   1.76175457e+00   3.11382236e-01   0.00000000e+00   
4174    2.05040530e-03   1.75411008e+00   3.11437955e-01   0.00000000e+00   
4175    2.05041464e-03   1.74865860e+00   3.11493674e-01   0.00000000e+00   
4176    2.05042217e-03   1.74555132e+00   3.11538668e-01   0.00000000e+00   
4177    2.05042859e-03   1.74376319e+00   3.11576953e-01   0.00000000e+00   
4178    2.05043126e-03   1.74315977e+00   3.11592941e-01   0.00000000e+00   
4179    2.05043244e-03   1.74292226e+00   3.11599951e-01   0.00000000e+00   
4180    2.05043361e-03   1.74271132e+00   3.11606960e-01   0.00000000e+00   
4181    2.05043479e-03   1.74252644e+00   3.11613970e-01   0.00000000e+00   
4182    2.05043713e-03   1.74225706e+00   3.11627989e-01   0.00000000e+00   
4183    2.05043948e-03   1.74208419e+00   3.11642009e-01   0.00000000e+00   
4184    2.05044183e-03   1.74200401e+00   3.11656028e-01   0.00000000e+00   
4185    2.05044418e-03   1.74201276e+00   3.11670047e-01   0.00000000e+00   
4186    2.05044504e-03   1.74202777e+00   3.11675196e-01   0.00000000e+00   
4187    2.05044590e-03   1.74205441e+00   3.11680344e-01   0.00000000e+00   
4188    2.05044677e-03   1.74209248e+00   3.11685493e-01   0.00000000e+00   
4189    2.05044849e-03   1.74221293e+00   3.11695790e-01   0.00000000e+00   
4190    2.05045021e-03   1.74237621e+00   3.11706086e-01   0.00000000e+00   
4191    2.05045194e-03   1.74258092e+00   3.11716383e-01   0.00000000e+00   
4192    2.05045539e-03   1.74314486e+00   3.11736977e-01   0.00000000e+00   
4193    2.05045884e-03   1.74385246e+00   3.11757570e-01   0.00000000e+00   
4194    2.05046229e-03   1.74469314e+00   3.11778164e-01   0.00000000e+00   
4195    2.05046574e-03   1.74565663e+00   3.11798757e-01   0.00000000e+00   
4196    2.05046919e-03   1.74673296e+00   3.11819350e-01   0.00000000e+00   
4197    2.05047264e-03   1.74791249e+00   3.11839943e-01   0.00000000e+00   
4198    2.05047954e-03   1.75061235e+00   3.11881128e-01   0.00000000e+00   
4199    2.05048643e-03   1.75358636e+00   3.11922313e-01   0.00000000e+00   
4200    2.05049333e-03   1.75677315e+00   3.11963497e-01   0.00000000e+00   
4201    2.05050023e-03   1.76011663e+00   3.12004680e-01   0.00000000e+00   
4202    2.05050713e-03   1.76356590e+00   3.12045863e-01   0.00000000e+00   
4203    2.05051403e-03   1.76707511e+00   3.12087046e-01   0.00000000e+00   
4204    2.05052093e-03   1.77060332e+00   3.12128227e-01   0.00000000e+00   
4205    2.05052783e-03   1.77411430e+00   3.12169409e-01   0.00000000e+00   
4206    2.05053473e-03   1.77757634e+00   3.12210589e-01   0.00000000e+00   
4207    2.05054163e-03   1.78096197e+00   3.12251769e-01   0.00000000e+00   
4208    2.05055542e-03   1.78726837e+00   3.12334128e-01   0.00000000e+00   
4209    2.05056922e-03   1.79300270e+00   3.12416483e-01   0.00000000e+00   
4210    2.05058302e-03   1.79810169e+00   3.12498837e-01   0.00000000e+00   
4211    2.05059682e-03   1.80253816e+00   3.12581188e-01   0.00000000e+00   
4212    2.05062441e-03   1.80891104e+00   3.12745884e-01   0.00000000e+00   
4213    2.05064830e-03   1.81277497e+00   3.12888429e-01   0.00000000e+00   
4214    2.05066762e-03   1.81496602e+00   3.13003720e-01   0.00000000e+00   
4215    2.05068278e-03   1.81618680e+00   3.13094209e-01   0.00000000e+00   
4216    2.05069517e-03   1.81689377e+00   3.13168155e-01   0.00000000e+00   
4217    2.05070535e-03   1.81730174e+00   3.13228876e-01   0.00000000e+00   
4218    2.05071381e-03   1.81753482e+00   3.13279346e-01   0.00000000e+00   
4219    2.05072073e-03   1.81766164e+00   3.13320662e-01   0.00000000e+00   
4220    2.05072621e-03   1.81772535e+00   3.13353359e-01   0.00000000e+00   
4221    2.05073012e-03   1.81775337e+00   3.13376701e-01   0.00000000e+00   
4222    2.05073404e-03   1.81776512e+00   3.13400043e-01   0.00000000e+00   
4223    2.05073795e-03   1.81776176e+00   3.13423385e-01   0.00000000e+00   
4224    2.05074186e-03   1.81774443e+00   3.13446727e-01   0.00000000e+00   
4225    2.05074490e-03   1.81772306e+00   3.13464858e-01   0.00000000e+00   
4226    2.05074794e-03   1.81769428e+00   3.13482988e-01   0.00000000e+00   
4227    2.05075098e-03   1.81765861e+00   3.13501118e-01   0.00000000e+00   
4228    2.05075401e-03   1.81761650e+00   3.13519248e-01   0.00000000e+00   
4229    2.05075705e-03   1.81756844e+00   3.13537378e-01   0.00000000e+00   
4230    2.05076313e-03   1.81745205e+00   3.13573637e-01   0.00000000e+00   
4231    2.05076921e-03   1.81731870e+00   3.13609896e-01   0.00000000e+00   
4232    2.05077529e-03   1.81717149e+00   3.13646155e-01   0.00000000e+00   
4233    2.05078136e-03   1.81701330e+00   3.13682413e-01   0.00000000e+00   
4234    2.05078744e-03   1.81684679e+00   3.13718670e-01   0.00000000e+00   
4235    2.05079352e-03   1.81667439e+00   3.13754927e-01   0.00000000e+00   
4236    2.05079959e-03   1.81649832e+00   3.13791184e-01   0.00000000e+00   
4237    2.05080567e-03   1.81632061e+00   3.13827440e-01   0.00000000e+00   
4238    2.05081175e-03   1.81614308e+00   3.13863696e-01   0.00000000e+00   
4239    2.05081783e-03   1.81596733e+00   3.13899951e-01   0.00000000e+00   
4240    2.05082998e-03   1.81563317e+00   3.13972460e-01   0.00000000e+00   
4241    2.05084214e-03   1.81532395e+00   3.14044968e-01   0.00000000e+00   
4242    2.05085429e-03   1.81504506e+00   3.14117473e-01   0.00000000e+00   
4243    2.05086645e-03   1.81479997e+00   3.14189977e-01   0.00000000e+00   
4244    2.05087860e-03   1.81459052e+00   3.14262479e-01   0.00000000e+00   
4245    2.05090291e-03   1.81431110e+00   3.14407477e-01   0.00000000e+00   
4246    2.05092722e-03   1.81415705e+00   3.14552468e-01   0.00000000e+00   
4247    2.05094559e-03   1.81410394e+00   3.14662036e-01   0.00000000e+00   
4248    2.05095964e-03   1.81409620e+00   3.14745837e-01   0.00000000e+00   
4249    2.05096997e-03   1.81410656e+00   3.14807462e-01   0.00000000e+00   
4250    2.05098031e-03   1.81413121e+00   3.14869086e-01   0.00000000e+00   
4251    2.05099064e-03   1.81416841e+00   3.14930708e-01   0.00000000e+00   
4252    2.05100097e-03   1.81421647e+00   3.14992328e-01   0.00000000e+00   
4253    2.05101131e-03   1.81427377e+00   3.15053948e-01   0.00000000e+00   
4254    2.05102164e-03   1.81433877e+00   3.15115566e-01   0.00000000e+00   
4255    2.05103197e-03   1.81441008e+00   3.15177183e-01   0.00000000e+00   
4256    2.05104231e-03   1.81448637e+00   3.15238798e-01   0.00000000e+00   
4257    2.05105264e-03   1.81456649e+00   3.15300412e-01   0.00000000e+00   
4258    2.05106297e-03   1.81464939e+00   3.15362025e-01   0.00000000e+00   
4259    2.05107331e-03   1.81473414e+00   3.15423637e-01   0.00000000e+00   
4260    2.05109397e-03   1.81490555e+00   3.15546856e-01   0.00000000e+00   
4261    2.05111464e-03   1.81507501e+00   3.15670069e-01   0.00000000e+00   
4262    2.05113531e-03   1.81524004e+00   3.15793278e-01   0.00000000e+00   
4263    2.05115597e-03   1.81539923e+00   3.15916481e-01   0.00000000e+00   
4264    2.05119730e-03   1.81569343e+00   3.16162871e-01   0.00000000e+00   
4265    2.05127997e-03   1.81622092e+00   3.16655587e-01   0.00000000e+00   
4266    2.05133981e-03   1.81658464e+00   3.17012222e-01   0.00000000e+00   
4267    2.05139966e-03   1.81694009e+00   3.17368811e-01   0.00000000e+00   
4268    2.05145950e-03   1.81729302e+00   3.17725356e-01   0.00000000e+00   
4269    2.05151934e-03   1.81764611e+00   3.18081856e-01   0.00000000e+00   
4270    2.05163903e-03   1.81835580e+00   3.18794721e-01   0.00000000e+00   
4271    2.05187840e-03   1.81978007e+00   3.20219909e-01   0.00000000e+00   
4272    2.05235715e-03   1.82262861e+00   3.23068110e-01   0.00000000e+00   
4273    2.05331464e-03   1.82831690e+00   3.28755716e-01   0.00000000e+00   
4274    2.05522962e-03   1.83965756e+00   3.40095026e-01   0.00000000e+00   
4275    2.05905959e-03   1.86218965e+00   3.62624303e-01   0.00000000e+00   
4276    2.06671952e-03   1.90661151e+00   4.07039982e-01   0.00000000e+00   
4277    2.07671952e-03   1.96317294e+00   4.63590291e-01   0.00000000e+00   
4278    2.08671952e-03   2.01790839e+00   5.18311022e-01   0.00000000e+00   
4279    2.09671952e-03   2.07060030e+00   5.70986215e-01   0.00000000e+00   
4280    2.10000000e-03   2.08741187e+00   5.87785252e-01   5.42101086e-13   
4281    2.10000050e-03   2.08741444e+00   5.87787794e-01   5.00000000e-03   
4282    2.10000086e-03   2.08741629e+00   5.87789622e-01   8.59652390e-03   
4283    2.10000122e-03   2.08741814e+00   5.87791450e-01   1.21930478e-02   
4284    2.10000158e-03   2.08742000e+00   5.87793278e-01   1.57895717e-02   
4285    2.10000194e-03   2.08742187e+00   5.87795107e-01   1.93860956e-02   
4286    2.10000230e-03   2.08742377e+00   5.87796935e-01   2.29826195e-02   
4287    2.10000266e-03   2.08742570e+00   5.87798763e-01   2.65791434e-02   
4288    2.10000302e-03   2.08742767e+00   5.87800591e-01   3.01756673e-02   
4289    2.10000338e-03   2.08742970e+00   5.87802419e-01   3.37721912e-02   
4290    2.10000374e-03   2.08743180e+00   5.87804247e-01   3.73687151e-02   
4291    2.10000410e-03   2.08743399e+00   5.87806076e-01   4.09652390e-02   
4292    2.10000446e-03   2.08743629e+00   5.87807904e-01   4.45617629e-02   
4293    2.10000482e-03   2.08743872e+00   5.87809732e-01   4.81582868e-02   
4294    2.10000518e-03   2.08744131e+00   5.87811560e-01   5.17548107e-02   
4295    2.10000589e-03   2.08744737e+00   5.87815216e-01   5.89478585e-02   
4296    2.10000653e-03   2.08745363e+00   5.87818461e-01   6.53316079e-02   
4297    2.10000717e-03   2.08746098e+00   5.87821706e-01   7.17153574e-02   
4298    2.10000781e-03   2.08746967e+00   5.87824951e-01   7.80991068e-02   
4299    2.10000845e-03   2.08747995e+00   5.87828196e-01   8.44828562e-02   
4300    2.10000909e-03   2.08749210e+00   5.87831441e-01   9.08666057e-02   
4301    2.10000973e-03   2.08750641e+00   5.87834686e-01   9.72503551e-02   
4302    2.10001036e-03   2.08752319e+00   5.87837930e-01   1.03634105e-01   
4303    2.10001100e-03   2.08754278e+00   5.87841175e-01   1.10017854e-01   
4304    2.10001164e-03   2.08756552e+00   5.87844420e-01   1.16401603e-01   
4305    2.10001228e-03   2.08759175e+00   5.87847665e-01   1.22785353e-01   
4306    2.10001292e-03   2.08762184e+00   5.87850910e-01   1.29169102e-01   
4307    2.10001419e-03   2.08770054e+00   5.87857399e-01   1.41936601e-01   
4308    2.10001547e-03   2.08780091e+00   5.87863889e-01   1.54704100e-01   
4309    2.10001675e-03   2.08792619e+00   5.87870378e-01   1.67471599e-01   
4310    2.10001802e-03   2.08807965e+00   5.87876868e-01   1.80239098e-01   
4311    2.10001930e-03   2.08826459e+00   5.87883357e-01   1.93006597e-01   
4312    2.10002058e-03   2.08848432e+00   5.87889847e-01   2.05774096e-01   
4313    2.10002185e-03   2.08874212e+00   5.87896336e-01   2.18541594e-01   
4314    2.10002313e-03   2.08904126e+00   5.87902825e-01   2.31309093e-01   
4315    2.10002441e-03   2.08938497e+00   5.87909314e-01   2.44076592e-01   
4316    2.10002696e-03   2.09027570e+00   5.87922293e-01   2.69611590e-01   
4317    2.10002951e-03   2.09139384e+00   5.87935271e-01   2.95146588e-01   
4318    2.10003207e-03   2.09276246e+00   5.87948249e-01   3.20681585e-01   
4319    2.10003462e-03   2.09440354e+00   5.87961227e-01   3.46216583e-01   
4320    2.10003718e-03   2.09633792e+00   5.87974205e-01   3.71751581e-01   
4321    2.10003973e-03   2.09858532e+00   5.87987183e-01   3.97286579e-01   
4322    2.10004484e-03   2.10447117e+00   5.88013138e-01   4.48356574e-01   
4323    2.10004994e-03   2.11186872e+00   5.88039092e-01   4.99426570e-01   
4324    2.10005505e-03   2.12088067e+00   5.88065046e-01   5.50496565e-01   
4325    2.10006016e-03   2.13159249e+00   5.88090999e-01   6.01566561e-01   
4326    2.10006526e-03   2.14407319e+00   5.88116951e-01   6.52636556e-01   
4327    2.10007548e-03   2.17642957e+00   5.88168854e-01   7.54776547e-01   
4328    2.10008569e-03   2.21629932e+00   5.88220755e-01   8.56916538e-01   
4329    2.10009591e-03   2.26363100e+00   5.88272654e-01   9.59056529e-01   
4330    2.10010000e-03   2.28379585e+00   5.88293457e-01   1.00000000e+00   
4331    2.10011021e-03   2.34040428e+00   5.88345352e-01   1.00000000e+00   
4332    2.10011924e-03   2.39424018e+00   5.88391218e-01   1.00000000e+00   
4333    2.10012827e-03   2.45064892e+00   5.88437083e-01   1.00000000e+00   
4334    2.10013730e-03   2.50844274e+00   5.88482946e-01   1.00000000e+00   
4335    2.10014633e-03   2.56654200e+00   5.88528807e-01   1.00000000e+00   
4336    2.10015535e-03   2.62400182e+00   5.88574666e-01   1.00000000e+00   
4337    2.10016438e-03   2.68001909e+00   5.88620523e-01   1.00000000e+00   
4338    2.10017341e-03   2.73392981e+00   5.88666379e-01   1.00000000e+00   
4339    2.10018244e-03   2.78520173e+00   5.88712232e-01   1.00000000e+00   
4340    2.10019147e-03   2.83342448e+00   5.88758084e-01   1.00000000e+00   
4341    2.10020952e-03   2.91597819e+00   5.88849781e-01   1.00000000e+00   
4342    2.10022758e-03   2.98417669e+00   5.88941471e-01   1.00000000e+00   
4343    2.10024563e-03   3.03846290e+00   5.89033153e-01   1.00000000e+00   
4344    2.10026369e-03   3.07990327e+00   5.89124828e-01   1.00000000e+00   
4345    2.10028174e-03   3.10995169e+00   5.89216495e-01   1.00000000e+00   
4346    2.10029673e-03   3.12797811e+00   5.89292552e-01   1.00000000e+00   
4347    2.10030952e-03   3.13894301e+00   5.89357474e-01   1.00000000e+00   
4348    2.10032000e-03   3.14529821e+00   5.89410696e-01   1.00000000e+00   
4349    2.10032870e-03   3.14895022e+00   5.89454864e-01   1.00000000e+00   
4350    2.10033569e-03   3.15093362e+00   5.89490301e-01   1.00000000e+00   
4351    2.10033908e-03   3.15168469e+00   5.89507512e-01   1.00000000e+00   
4352    2.10034047e-03   3.15195827e+00   5.89514586e-01   1.00000000e+00   
4353    2.10034186e-03   3.15219752e+00   5.89521659e-01   1.00000000e+00   
4354    2.10034326e-03   3.15240320e+00   5.89528732e-01   1.00000000e+00   
4355    2.10034465e-03   3.15257606e+00   5.89535806e-01   1.00000000e+00   
4356    2.10034744e-03   3.15279646e+00   5.89549952e-01   1.00000000e+00   
4357    2.10035023e-03   3.15289740e+00   5.89564098e-01   1.00000000e+00   
4358    2.10035301e-03   3.15288468e+00   5.89578244e-01   1.00000000e+00   
4359    2.10035386e-03   3.15287038e+00   5.89582559e-01   1.00000000e+00   
4360    2.10035471e-03   3.15284584e+00   5.89586874e-01   1.00000000e+00   
4361    2.10035556e-03   3.15281121e+00   5.89591188e-01   1.00000000e+00   
4362    2.10035726e-03   3.15270288e+00   5.89599817e-01   1.00000000e+00   
4363    2.10035896e-03   3.15255675e+00   5.89608447e-01   1.00000000e+00   
4364    2.10036067e-03   3.15237408e+00   5.89617076e-01   1.00000000e+00   
4365    2.10036407e-03   3.15187233e+00   5.89634334e-01   1.00000000e+00   
4366    2.10036747e-03   3.15124372e+00   5.89651591e-01   1.00000000e+00   
4367    2.10037087e-03   3.15049755e+00   5.89668849e-01   1.00000000e+00   
4368    2.10037427e-03   3.14964283e+00   5.89686106e-01   1.00000000e+00   
4369    2.10037767e-03   3.14868833e+00   5.89703363e-01   1.00000000e+00   
4370    2.10038107e-03   3.14764252e+00   5.89720619e-01   1.00000000e+00   
4371    2.10038787e-03   3.14524893e+00   5.89755132e-01   1.00000000e+00   
4372    2.10039467e-03   3.14261205e+00   5.89789643e-01   1.00000000e+00   
4373    2.10040147e-03   3.13978593e+00   5.89824153e-01   1.00000000e+00   
4374    2.10040828e-03   3.13682002e+00   5.89858663e-01   1.00000000e+00   
4375    2.10041508e-03   3.13375928e+00   5.89893171e-01   1.00000000e+00   
4376    2.10042188e-03   3.13064425e+00   5.89927678e-01   1.00000000e+00   
4377    2.10042868e-03   3.12751120e+00   5.89962184e-01   1.00000000e+00   
4378    2.10043548e-03   3.12439229e+00   5.89996689e-01   1.00000000e+00   
4379    2.10044228e-03   3.12131576e+00   5.90031193e-01   1.00000000e+00   
4380    2.10044908e-03   3.11830608e+00   5.90065695e-01   1.00000000e+00   
4381    2.10046269e-03   3.11269726e+00   5.90134698e-01   1.00000000e+00   
4382    2.10047629e-03   3.10759625e+00   5.90203695e-01   1.00000000e+00   
4383    2.10048989e-03   3.10306159e+00   5.90272689e-01   1.00000000e+00   
4384    2.10050350e-03   3.09911978e+00   5.90341678e-01   1.00000000e+00   
4385    2.10053070e-03   3.09348989e+00   5.90479644e-01   1.00000000e+00   
4386    2.10054901e-03   3.09063970e+00   5.90572493e-01   1.00000000e+00   
4387    2.10056732e-03   3.08861853e+00   5.90665334e-01   1.00000000e+00   
4388    2.10058211e-03   3.08746235e+00   5.90740286e-01   1.00000000e+00   
4389    2.10059464e-03   3.08678287e+00   5.90803833e-01   1.00000000e+00   
4390    2.10060476e-03   3.08640859e+00   5.90855134e-01   1.00000000e+00   
4391    2.10061306e-03   3.08620693e+00   5.90897210e-01   1.00000000e+00   
4392    2.10061956e-03   3.08610797e+00   5.90930152e-01   1.00000000e+00   
4393    2.10062426e-03   3.08606512e+00   5.90953989e-01   1.00000000e+00   
4394    2.10062780e-03   3.08604827e+00   5.90971898e-01   1.00000000e+00   
4395    2.10063133e-03   3.08604590e+00   5.90989806e-01   1.00000000e+00   
4396    2.10063486e-03   3.08605717e+00   5.91007715e-01   1.00000000e+00   
4397    2.10063787e-03   3.08607614e+00   5.91022968e-01   1.00000000e+00   
4398    2.10064088e-03   3.08610396e+00   5.91038221e-01   1.00000000e+00   
4399    2.10064389e-03   3.08614015e+00   5.91053474e-01   1.00000000e+00   
4400    2.10064690e-03   3.08618421e+00   5.91068727e-01   1.00000000e+00   
4401    2.10064991e-03   3.08623567e+00   5.91083979e-01   1.00000000e+00   
4402    2.10065593e-03   3.08636450e+00   5.91114484e-01   1.00000000e+00   
4403    2.10066195e-03   3.08651579e+00   5.91144987e-01   1.00000000e+00   
4404    2.10066797e-03   3.08668628e+00   5.91175490e-01   1.00000000e+00   
4405    2.10067399e-03   3.08687288e+00   5.91205992e-01   1.00000000e+00   
4406    2.10068001e-03   3.08707273e+00   5.91236493e-01   1.00000000e+00   
4407    2.10068603e-03   3.08728317e+00   5.91266993e-01   1.00000000e+00   
4408    2.10069205e-03   3.08750172e+00   5.91297493e-01   1.00000000e+00   
4409    2.10069806e-03   3.08772611e+00   5.91327991e-01   1.00000000e+00   
4410    2.10070408e-03   3.08795428e+00   5.91358489e-01   1.00000000e+00   
4411    2.10071612e-03   3.08841204e+00   5.91419482e-01   1.00000000e+00   
4412    2.10072816e-03   3.08886025e+00   5.91480471e-01   1.00000000e+00   
4413    2.10074020e-03   3.08929042e+00   5.91541457e-01   1.00000000e+00   
4414    2.10075224e-03   3.08969623e+00   5.91602440e-01   1.00000000e+00   
4415    2.10076427e-03   3.09007331e+00   5.91663419e-01   1.00000000e+00   
4416    2.10077631e-03   3.09041893e+00   5.91724395e-01   1.00000000e+00   
4417    2.10080039e-03   3.09098120e+00   5.91846336e-01   1.00000000e+00   
4418    2.10082446e-03   3.09142357e+00   5.91968264e-01   1.00000000e+00   
4419    2.10084854e-03   3.09176213e+00   5.92090179e-01   1.00000000e+00   
4420    2.10087262e-03   3.09201598e+00   5.92212080e-01   1.00000000e+00   
4421    2.10089177e-03   3.09217429e+00   5.92309075e-01   1.00000000e+00   
4422    2.10091093e-03   3.09229842e+00   5.92406062e-01   1.00000000e+00   
4423    2.10092730e-03   3.09238505e+00   5.92488914e-01   1.00000000e+00   
4424    2.10094367e-03   3.09245721e+00   5.92571760e-01   1.00000000e+00   
4425    2.10096004e-03   3.09251920e+00   5.92654599e-01   1.00000000e+00   
4426    2.10097641e-03   3.09257467e+00   5.92737433e-01   1.00000000e+00   
4427    2.10099277e-03   3.09262660e+00   5.92820260e-01   1.00000000e+00   
4428    2.10100914e-03   3.09267732e+00   5.92903081e-01   1.00000000e+00   
4429    2.10102551e-03   3.09272864e+00   5.92985895e-01   1.00000000e+00   
4430    2.10104188e-03   3.09278183e+00   5.93068704e-01   1.00000000e+00   
4431    2.10105825e-03   3.09283776e+00   5.93151506e-01   1.00000000e+00   
4432    2.10109098e-03   3.09296284e+00   5.93317091e-01   1.00000000e+00   
4433    2.10112372e-03   3.09310057e+00   5.93482651e-01   1.00000000e+00   
4434    2.10118919e-03   3.09340934e+00   5.93813696e-01   1.00000000e+00   
4435    2.10124354e-03   3.09367899e+00   5.94088420e-01   1.00000000e+00   
4436    2.10129789e-03   3.09395492e+00   5.94363074e-01   1.00000000e+00   
4437    2.10135224e-03   3.09423285e+00   5.94637659e-01   1.00000000e+00   
4438    2.10140659e-03   3.09451066e+00   5.94912175e-01   1.00000000e+00   
4439    2.10151528e-03   3.09506293e+00   5.95460998e-01   1.00000000e+00   
4440    2.10173268e-03   3.09616131e+00   5.96557810e-01   1.00000000e+00   
4441    2.10216747e-03   3.09835223e+00   5.98748094e-01   1.00000000e+00   
4442    2.10303705e-03   3.10272058e+00   6.03115239e-01   1.00000000e+00   
4443    2.10477621e-03   3.11140324e+00   6.11795388e-01   1.00000000e+00   
4444    2.10825453e-03   3.12854850e+00   6.28935497e-01   1.00000000e+00   
4445    2.11521116e-03   3.16193019e+00   6.62306499e-01   1.00000000e+00   
4446    2.12521116e-03   3.20768660e+00   7.08044318e-01   1.00000000e+00   
4447    2.13521116e-03   3.25065378e+00   7.50987810e-01   1.00000000e+00   
4448    2.14521116e-03   3.29065876e+00   7.90967496e-01   1.00000000e+00   
4449    2.15010000e-03   3.30909743e+00   8.09386151e-01   1.00000000e+00   
4450    2.15010050e-03   3.30909931e+00   8.09387996e-01   9.95000000e-01   
4451    2.15010082e-03   3.30910050e+00   8.09389161e-01   9.91841589e-01   
4452    2.15010113e-03   3.30910168e+00   8.09390327e-01   9.88683178e-01   
4453    2.15010145e-03   3.30910286e+00   8.09391492e-01   9.85524767e-01   
4454    2.15010176e-03   3.30910403e+00   8.09392658e-01   9.82366356e-01   
4455    2.15010208e-03   3.30910519e+00   8.09393823e-01   9.79207945e-01   
4456    2.15010233e-03   3.30910611e+00   8.09394763e-01   9.76660421e-01   
4457    2.15010259e-03   3.30910702e+00   8.09395703e-01   9.74112898e-01   
4458    2.15010284e-03   3.30910791e+00   8.09396643e-01   9.71565374e-01   
4459    2.15010310e-03   3.30910878e+00   8.09397583e-01   9.69017851e-01   
4460    2.15010335e-03   3.30910962e+00   8.09398523e-01   9.66470327e-01   
4461    2.15010361e-03   3.30911043e+00   8.09399463e-01   9.63922804e-01   
4462    2.15010386e-03   3.30911121e+00   8.09400403e-01   9.61375281e-01   
