Index        TIME         {V(24,6)+6.0}     {V(26)+6.0}    {V(13,19)+6.0}     {V(24)+6.0}      {V(6)+6.0}       {V(26)+6.0}      {V(13)+6.0}      {V(19)+6.0}
329     9.88322414e-07   1.10115235e+01   6.83879314e+00   6.00020000e+00   1.10251402e+01   6.01361664e+00   6.83879314e+00   6.00010000e+00   5.99990000e+00   
330     9.88377122e-07   1.10115046e+01   6.81143893e+00   6.00020000e+00   1.10251334e+01   6.01362878e+00   6.81143893e+00   6.00010000e+00   5.99990000e+00   
331     9.88431831e-07   1.10114677e+01   6.78408472e+00   6.00020000e+00   1.10251165e+01   6.01364880e+00   6.78408472e+00   6.00010000e+00   5.99990000e+00   
332     9.88541247e-07   1.10113004e+01   6.72937630e+00   6.00020000e+00   1.10250047e+01   6.01370428e+00   6.72937630e+00   6.00010000e+00   5.99990000e+00   
333     9.88650664e-07   1.10108782e+01   6.67466788e+00   6.00020000e+00   1.10246583e+01   6.01378012e+00   6.67466788e+00   6.00010000e+00   5.99990000e+00   
334     9.88869498e-07   1.10097388e+01   6.56525103e+00   6.00020000e+00   1.10236651e+01   6.01392622e+00   6.56525103e+00   6.00010000e+00   5.99990000e+00   
335     9.89066448e-07   1.10087853e+01   6.46677587e+00   6.00020000e+00   1.10228110e+01   6.01402578e+00   6.46677587e+00   6.00010000e+00   5.99990000e+00   
336     9.89263399e-07   1.10079341e+01   6.36830071e+00   6.00020000e+00   1.10219950e+01   6.01406091e+00   6.36830071e+00   6.00010000e+00   5.99990000e+00   
337     9.89657299e-07   1.10064322e+01   6.17135040e+00   6.00020000e+00   1.10205013e+01   6.01406908e+00   6.17135040e+00   6.00010000e+00   5.99990000e+00   
338     9.90000000e-07   1.10052286e+01   6.00000000e+00   6.00020000e+00   1.10192988e+01   6.01407017e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
339     9.90050000e-07   1.10050446e+01   6.00000000e+00   6.00020000e+00   1.10190353e+01   6.01399068e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
340     9.90056250e-07   1.10050214e+01   6.00000000e+00   6.00020000e+00   1.10190023e+01   6.01398087e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
341     9.90068750e-07   1.10049744e+01   6.00000000e+00   6.00020000e+00   1.10189366e+01   6.01396217e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
342     9.90081250e-07   1.10049266e+01   6.00000000e+00   6.00020000e+00   1.10188710e+01   6.01394437e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
343     9.90106250e-07   1.10048287e+01   6.00000000e+00   6.00020000e+00   1.10187407e+01   6.01391203e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
344     9.90156250e-07   1.10046248e+01   6.00000000e+00   6.00020000e+00   1.10184831e+01   6.01385829e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
345     9.90256250e-07   1.10041977e+01   6.00000000e+00   6.00020000e+00   1.10179799e+01   6.01378216e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
346     9.90456250e-07   1.10033187e+01   6.00000000e+00   6.00020000e+00   1.10170188e+01   6.01370004e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
347     9.90656250e-07   1.10024437e+01   6.00000000e+00   6.00020000e+00   1.10161008e+01   6.01365711e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
348     9.91056250e-07   1.10003455e+01   6.00000000e+00   6.00020000e+00   1.10139455e+01   6.01360003e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
349     9.91456250e-07   1.09971479e+01   6.00000000e+00   6.00020000e+00   1.10107987e+01   6.01365075e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
350     9.91702415e-07   1.09945278e+01   6.00000000e+00   6.00020000e+00   1.10084225e+01   6.01389472e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
351     9.91948579e-07   1.09915504e+01   6.00000000e+00   6.00020000e+00   1.10058761e+01   6.01432573e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
352     9.92129956e-07   1.09890046e+01   6.00000000e+00   6.00020000e+00   1.10037824e+01   6.01477778e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
353     9.92247181e-07   1.09871487e+01   6.00000000e+00   6.00020000e+00   1.10022816e+01   6.01513288e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
354     9.92364405e-07   1.09850341e+01   6.00000000e+00   6.00020000e+00   1.10005938e+01   6.01555965e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
355     9.92598854e-07   1.09796005e+01   6.00000000e+00   6.00020000e+00   1.09962831e+01   6.01668260e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
356     9.92792949e-07   1.09741133e+01   6.00000000e+00   6.00020000e+00   1.09919305e+01   6.01781723e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
357     9.92987044e-07   1.09675474e+01   6.00000000e+00   6.00020000e+00   1.09866967e+01   6.01914930e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
358     9.93181139e-07   1.09598418e+01   6.00000000e+00   6.00020000e+00   1.09805083e+01   6.02066648e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
359     9.93569329e-07   1.09415117e+01   6.00000000e+00   6.00020000e+00   1.09656554e+01   6.02414366e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
360     9.93957519e-07   1.09184924e+01   6.00000000e+00   6.00020000e+00   1.09467265e+01   6.02823411e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
361     9.94345710e-07   1.08906617e+01   6.00000000e+00   6.00020000e+00   1.09235064e+01   6.03284472e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
362     9.95122090e-07   1.08213328e+01   6.00000000e+00   6.00020000e+00   1.08646012e+01   6.04326836e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
363     9.95642877e-07   1.07651528e+01   6.00000000e+00   6.00020000e+00   1.08162493e+01   6.05109646e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
364     9.96163664e-07   1.07018722e+01   6.00000000e+00   6.00020000e+00   1.07614655e+01   6.05959328e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
365     9.96379132e-07   1.06731629e+01   6.00000000e+00   6.00020000e+00   1.07365113e+01   6.06334838e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
366     9.96594601e-07   1.06433399e+01   6.00000000e+00   6.00020000e+00   1.07105662e+01   6.06722633e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
367     9.96756246e-07   1.06202910e+01   6.00000000e+00   6.00020000e+00   1.06905144e+01   6.07022342e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
368     9.96917891e-07   1.05965478e+01   6.00000000e+00   6.00020000e+00   1.06698619e+01   6.07331419e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
369     9.97079536e-07   1.05720813e+01   6.00000000e+00   6.00020000e+00   1.06485847e+01   6.07650342e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
370     9.97402826e-07   1.05212280e+01   6.00000000e+00   6.00020000e+00   1.06043843e+01   6.08315626e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
371     9.97574472e-07   1.04925495e+01   6.00000000e+00   6.00020000e+00   1.05794499e+01   6.08690042e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
372     9.97746118e-07   1.04623479e+01   6.00000000e+00   6.00020000e+00   1.05531145e+01   6.09076656e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
373     9.97900599e-07   1.04334692e+01   6.00000000e+00   6.00020000e+00   1.05278208e+01   6.09435160e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
374     9.98055080e-07   1.04024559e+01   6.00000000e+00   6.00020000e+00   1.05005007e+01   6.09804479e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
375     9.98209561e-07   1.03690189e+01   6.00000000e+00   6.00020000e+00   1.04708685e+01   6.10184957e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
376     9.98518524e-07   1.02954700e+01   6.00000000e+00   6.00020000e+00   1.04052482e+01   6.10977822e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
377     9.98827486e-07   1.02100814e+01   6.00000000e+00   6.00020000e+00   1.03283284e+01   6.11824706e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
378     9.99136449e-07   1.01108040e+01   6.00000000e+00   6.00020000e+00   1.02381387e+01   6.12733468e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
379     9.99754374e-07   9.86367276e+00   6.00000000e+00   6.00020000e+00   1.00114244e+01   6.14775160e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
380     1.00000000e-06   9.74240434e+00   6.00000000e+00   6.00020000e+00   9.89935465e+00   6.15695030e+00   6.00000000e+00   6.00010000e+00   5.99990000e+00   
381     1.00005000e-06   9.71808345e+00   6.00000000e+00   6.00019800e+00   9.87669356e+00   6.15861011e+00   6.00000000e+00   6.00009900e+00   5.99990100e+00   
382     1.00005625e-06   9.71504338e+00   6.00000000e+00   6.00019775e+00   9.87385893e+00   6.15881555e+00   6.00000000e+00   6.00009887e+00   5.99990113e+00   
383     1.00006875e-06   9.70895929e+00   6.00000000e+00   6.00019725e+00   9.86817728e+00   6.15921799e+00   6.00000000e+00   6.00009862e+00   5.99990138e+00   
384     1.00009375e-06   9.69677223e+00   6.00000000e+00   6.00019625e+00   9.85676314e+00   6.15999091e+00   6.00000000e+00   6.00009813e+00   5.99990187e+00   
385     1.00014375e-06   9.67231389e+00   6.00000000e+00   6.00019425e+00   9.83373764e+00   6.16142376e+00   6.00000000e+00   6.00009712e+00   5.99990288e+00   
386     1.00024375e-06   9.62301964e+00   6.00000000e+00   6.00019025e+00   9.78695205e+00   6.16393242e+00   6.00000000e+00   6.00009512e+00   5.99990488e+00   
387     1.00044375e-06   9.52285915e+00   6.00000000e+00   6.00018225e+00   9.69088045e+00   6.16802129e+00   6.00000000e+00   6.00009112e+00   5.99990888e+00   
388     1.00064375e-06   9.42116980e+00   6.00000000e+00   6.00017425e+00   9.59270730e+00   6.17153750e+00   6.00000000e+00   6.00008713e+00   5.99991287e+00   
389     1.00104375e-06   9.21379573e+00   6.00000000e+00   6.00015825e+00   9.39136666e+00   6.17757093e+00   6.00000000e+00   6.00007913e+00   5.99992087e+00   
390     1.00138365e-06   9.03598513e+00   6.00000000e+00   6.00014465e+00   9.21851576e+00   6.18253063e+00   6.00000000e+00   6.00007233e+00   5.99992767e+00   
391     1.00172355e-06   8.85801491e+00   6.00000000e+00   6.00013106e+00   9.04563694e+00   6.18762203e+00   6.00000000e+00   6.00006553e+00   5.99993447e+00   
392     1.00206345e-06   8.68119368e+00   6.00000000e+00   6.00011746e+00   8.87423649e+00   6.19304280e+00   6.00000000e+00   6.00005873e+00   5.99994127e+00   
393     1.00274325e-06   8.33594795e+00   6.00000000e+00   6.00009027e+00   8.54132469e+00   6.20537675e+00   6.00000000e+00   6.00004513e+00   5.99995487e+00   
394     1.00331601e-06   8.07098846e+00   6.00000000e+00   6.00006736e+00   8.28922349e+00   6.21823503e+00   6.00000000e+00   6.00003368e+00   5.99996632e+00   
395     1.00383148e-06   7.85439783e+00   6.00000000e+00   6.00004674e+00   8.08609324e+00   6.23169541e+00   6.00000000e+00   6.00002337e+00   5.99997663e+00   
396     1.00434696e-06   7.66201411e+00   6.00000000e+00   6.00002612e+00   7.90930252e+00   6.24728841e+00   6.00000000e+00   6.00001306e+00   5.99998694e+00   
397     1.00486243e-06   7.49383976e+00   6.00000000e+00   6.00000550e+00   7.75923774e+00   6.26539799e+00   6.00000000e+00   6.00000275e+00   5.99999725e+00   
398     1.00589338e-06   7.20338490e+00   6.00000000e+00   5.99996426e+00   7.51462887e+00   6.31124397e+00   6.00000000e+00   5.99998213e+00   6.00001787e+00   
399     1.00648045e-06   7.07761109e+00   6.00000000e+00   5.99994078e+00   7.42443586e+00   6.34682477e+00   6.00000000e+00   5.99997039e+00   6.00002961e+00   
400     1.00706752e-06   6.96403526e+00   6.00000000e+00   5.99991730e+00   7.35563427e+00   6.39159902e+00   6.00000000e+00   5.99995865e+00   6.00004135e+00   
401     1.00759589e-06   6.86531822e+00   6.00000000e+00   5.99989616e+00   7.30812465e+00   6.44280643e+00   6.00000000e+00   5.99994808e+00   6.00005192e+00   
402     1.00770586e-06   6.84471090e+00   6.00000000e+00   5.99989177e+00   7.29881870e+00   6.45410780e+00   6.00000000e+00   5.99994588e+00   6.00005412e+00   
403     1.00781583e-06   6.82430944e+00   6.00000000e+00   5.99988737e+00   7.29007654e+00   6.46576711e+00   6.00000000e+00   5.99994368e+00   6.00005632e+00   
404     1.00792580e-06   6.80413401e+00   6.00000000e+00   5.99988297e+00   7.28187470e+00   6.47774069e+00   6.00000000e+00   5.99994148e+00   6.00005852e+00   
405     1.00814574e-06   6.76437101e+00   6.00000000e+00   5.99987417e+00   7.26665330e+00   6.50228229e+00   6.00000000e+00   5.99993709e+00   6.00006291e+00   
406     1.00836567e-06   6.72616080e+00   6.00000000e+00   5.99986537e+00   7.25411962e+00   6.52795883e+00   6.00000000e+00   5.99993269e+00   6.00006731e+00   
407     1.00858561e-06   6.68917914e+00   6.00000000e+00   5.99985658e+00   7.24324804e+00   6.55406890e+00   6.00000000e+00   5.99992829e+00   6.00007171e+00   
408     1.00880555e-06   6.65349800e+00   6.00000000e+00   5.99984778e+00   7.23389385e+00   6.58039585e+00   6.00000000e+00   5.99992389e+00   6.00007611e+00   
409     1.00924543e-06   6.58533824e+00   6.00000000e+00   5.99983018e+00   7.21826927e+00   6.63293103e+00   6.00000000e+00   5.99991509e+00   6.00008491e+00   
410     1.00964132e-06   6.53049243e+00   6.00000000e+00   5.99981435e+00   7.20964094e+00   6.67914850e+00   6.00000000e+00   5.99990717e+00   6.00009283e+00   
411     1.01000000e-06   6.48441770e+00   6.00000000e+00   5.99980000e+00   7.20412470e+00   6.71970701e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
412     1.01035868e-06   6.44184525e+00   6.00000000e+00   5.99980000e+00   7.20051431e+00   6.75866905e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
413     1.01071736e-06   6.40262522e+00   6.00000000e+00   5.99980000e+00   7.19846718e+00   6.79584197e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
414     1.01107604e-06   6.36658078e+00   6.00000000e+00   5.99980000e+00   7.19768861e+00   6.83110783e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
415     1.01179340e-06   6.30129574e+00   6.00000000e+00   5.99980000e+00   7.19829987e+00   6.89700413e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
416     1.01243197e-06   6.25535532e+00   6.00000000e+00   5.99980000e+00   7.20198739e+00   6.94663207e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
417     1.01300669e-06   6.21951927e+00   6.00000000e+00   5.99980000e+00   7.20610490e+00   6.98658563e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
418     1.01358141e-06   6.18852118e+00   6.00000000e+00   5.99980000e+00   7.21064873e+00   7.02212754e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
419     1.01415612e-06   6.16176819e+00   6.00000000e+00   5.99980000e+00   7.21534757e+00   7.05357938e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
420     1.01530556e-06   6.11659268e+00   6.00000000e+00   5.99980000e+00   7.22453725e+00   7.10794457e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
421     1.01554408e-06   6.10905145e+00   6.00000000e+00   5.99980000e+00   7.22639539e+00   7.11734394e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
422     1.01578261e-06   6.10201080e+00   6.00000000e+00   5.99980000e+00   7.22820427e+00   7.12619347e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
423     1.01602114e-06   6.09544439e+00   6.00000000e+00   5.99980000e+00   7.22995913e+00   7.13451474e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
424     1.01649819e-06   6.08334217e+00   6.00000000e+00   5.99980000e+00   7.23333150e+00   7.14998933e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
425     1.01697524e-06   6.07351962e+00   6.00000000e+00   5.99980000e+00   7.23635192e+00   7.16283230e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
426     1.01745230e-06   6.06506963e+00   6.00000000e+00   5.99980000e+00   7.23911238e+00   7.17404275e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
427     1.01792935e-06   6.05785121e+00   6.00000000e+00   5.99980000e+00   7.24161563e+00   7.18376442e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
428     1.01888346e-06   6.04589556e+00   6.00000000e+00   5.99980000e+00   7.24603990e+00   7.20014434e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
429     1.01974216e-06   6.03930309e+00   6.00000000e+00   5.99980000e+00   7.24890403e+00   7.20960094e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
430     1.02060085e-06   6.03464118e+00   6.00000000e+00   5.99980000e+00   7.25108946e+00   7.21644828e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
431     1.02145955e-06   6.03141765e+00   6.00000000e+00   5.99980000e+00   7.25266324e+00   7.22124559e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
432     1.02317694e-06   6.02711000e+00   6.00000000e+00   5.99980000e+00   7.25459760e+00   7.22748760e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
433     1.02462635e-06   6.02573875e+00   6.00000000e+00   5.99980000e+00   7.25449254e+00   7.22875378e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
434     1.02607576e-06   6.02454492e+00   6.00000000e+00   5.99980000e+00   7.25374582e+00   7.22920090e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
435     1.02752517e-06   6.02324198e+00   6.00000000e+00   5.99980000e+00   7.25261705e+00   7.22937507e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
436     1.03042399e-06   6.02015573e+00   6.00000000e+00   5.99980000e+00   7.25001565e+00   7.22985993e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
437     1.03249089e-06   6.01746701e+00   6.00000000e+00   5.99980000e+00   7.24811544e+00   7.23064843e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
438     1.03414930e-06   6.01528394e+00   6.00000000e+00   5.99980000e+00   7.24677895e+00   7.23149501e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
439     1.03580770e-06   6.01318537e+00   6.00000000e+00   5.99980000e+00   7.24563951e+00   7.23245414e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
440     1.03709730e-06   6.01164226e+00   6.00000000e+00   5.99980000e+00   7.24486709e+00   7.23322484e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
441     1.03781322e-06   6.01081814e+00   6.00000000e+00   5.99980000e+00   7.24447165e+00   7.23365351e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
442     1.03816349e-06   6.01042328e+00   6.00000000e+00   5.99980000e+00   7.24428595e+00   7.23386267e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
443     1.03851375e-06   6.01003715e+00   6.00000000e+00   5.99980000e+00   7.24410777e+00   7.23407061e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
444     1.03882899e-06   6.00969699e+00   6.00000000e+00   5.99980000e+00   7.24395331e+00   7.23425633e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
445     1.03914422e-06   6.00936438e+00   6.00000000e+00   5.99980000e+00   7.24380457e+00   7.23444019e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
446     1.03977469e-06   6.00873061e+00   6.00000000e+00   5.99980000e+00   7.24352827e+00   7.23479766e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
447     1.04034212e-06   6.00818629e+00   6.00000000e+00   5.99980000e+00   7.24329548e+00   7.23510919e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
448     1.04090954e-06   6.00766834e+00   6.00000000e+00   5.99980000e+00   7.24307724e+00   7.23540890e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
449     1.04147697e-06   6.00717678e+00   6.00000000e+00   5.99980000e+00   7.24287228e+00   7.23569549e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
450     1.04261182e-06   6.00625458e+00   6.00000000e+00   5.99980000e+00   7.24248934e+00   7.23623476e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
451     1.04374667e-06   6.00547402e+00   6.00000000e+00   5.99980000e+00   7.24216093e+00   7.23668691e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
452     1.04488152e-06   6.00478474e+00   6.00000000e+00   5.99980000e+00   7.24185928e+00   7.23707453e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
453     1.04601637e-06   6.00417913e+00   6.00000000e+00   5.99980000e+00   7.24157798e+00   7.23739885e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
454     1.04828607e-06   6.00313894e+00   6.00000000e+00   5.99980000e+00   7.24104759e+00   7.23790865e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
455     1.05055578e-06   6.00244015e+00   6.00000000e+00   5.99980000e+00   7.24056706e+00   7.23812691e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
456     1.05282548e-06   6.00190752e+00   6.00000000e+00   5.99980000e+00   7.24010036e+00   7.23819284e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
457     1.05509518e-06   6.00150201e+00   6.00000000e+00   5.99980000e+00   7.23964390e+00   7.23814189e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
458     1.05963458e-06   6.00089886e+00   6.00000000e+00   5.99980000e+00   7.23875487e+00   7.23785601e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
459     1.06346599e-06   6.00065188e+00   6.00000000e+00   5.99980000e+00   7.23805837e+00   7.23740648e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
460     1.06691427e-06   6.00049455e+00   6.00000000e+00   5.99980000e+00   7.23746803e+00   7.23697348e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
461     1.07036254e-06   6.00038079e+00   6.00000000e+00   5.99980000e+00   7.23691646e+00   7.23653568e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
462     1.07381081e-06   6.00029680e+00   6.00000000e+00   5.99980000e+00   7.23640368e+00   7.23610689e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
463     1.08070736e-06   6.00017336e+00   6.00000000e+00   5.99980000e+00   7.23546259e+00   7.23528923e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
464     1.08566202e-06   6.00012832e+00   6.00000000e+00   5.99980000e+00   7.23489620e+00   7.23476788e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
465     1.09012121e-06   6.00009780e+00   6.00000000e+00   5.99980000e+00   7.23443306e+00   7.23433526e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
466     1.09458040e-06   6.00007472e+00   6.00000000e+00   5.99980000e+00   7.23401129e+00   7.23393657e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
467     1.09903959e-06   6.00005721e+00   6.00000000e+00   5.99980000e+00   7.23362644e+00   7.23356923e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
468     1.10795797e-06   6.00003132e+00   6.00000000e+00   5.99980000e+00   7.23293125e+00   7.23289993e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
469     1.11343930e-06   6.00002301e+00   6.00000000e+00   5.99980000e+00   7.23257819e+00   7.23255518e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
470     1.11837249e-06   6.00001740e+00   6.00000000e+00   5.99980000e+00   7.23228952e+00   7.23227212e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
471     1.12330568e-06   6.00001321e+00   6.00000000e+00   5.99980000e+00   7.23202716e+00   7.23201395e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
472     1.12823886e-06   6.00001007e+00   6.00000000e+00   5.99980000e+00   7.23178863e+00   7.23177857e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
473     1.13810524e-06   6.00000547e+00   6.00000000e+00   5.99980000e+00   7.23136038e+00   7.23135490e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
474     1.14325876e-06   6.00000421e+00   6.00000000e+00   5.99980000e+00   7.23117495e+00   7.23117074e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
475     1.14789693e-06   6.00000333e+00   6.00000000e+00   5.99980000e+00   7.23102229e+00   7.23101896e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
476     1.15253509e-06   6.00000266e+00   6.00000000e+00   5.99980000e+00   7.23088264e+00   7.23087998e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
477     1.15670944e-06   6.00000217e+00   6.00000000e+00   5.99980000e+00   7.23076664e+00   7.23076447e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
478     1.16088379e-06   6.00000179e+00   6.00000000e+00   5.99980000e+00   7.23065958e+00   7.23065779e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
479     1.16505814e-06   6.00000148e+00   6.00000000e+00   5.99980000e+00   7.23056075e+00   7.23055927e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
480     1.16875259e-06   6.00000126e+00   6.00000000e+00   5.99980000e+00   7.23047929e+00   7.23047803e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
481     1.17244705e-06   6.00000107e+00   6.00000000e+00   5.99980000e+00   7.23040341e+00   7.23040234e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
482     1.17614151e-06   6.00000092e+00   6.00000000e+00   5.99980000e+00   7.23033273e+00   7.23033181e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
483     1.18353043e-06   6.00000068e+00   6.00000000e+00   5.99980000e+00   7.23020240e+00   7.23020172e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
484     1.18852681e-06   6.00000057e+00   6.00000000e+00   5.99980000e+00   7.23012721e+00   7.23012664e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
485     1.19352318e-06   6.00000048e+00   6.00000000e+00   5.99980000e+00   7.23005880e+00   7.23005832e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
486     1.19851956e-06   6.00000041e+00   6.00000000e+00   5.99980000e+00   7.22999654e+00   7.22999613e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
487     1.20851231e-06   6.00000029e+00   6.00000000e+00   5.99980000e+00   7.22988471e+00   7.22988441e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
488     1.21632307e-06   6.00000024e+00   6.00000000e+00   5.99980000e+00   7.22981534e+00   7.22981510e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
489     1.22413383e-06   6.00000020e+00   6.00000000e+00   5.99980000e+00   7.22975540e+00   7.22975520e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
490     1.23194459e-06   6.00000016e+00   6.00000000e+00   5.99980000e+00   7.22970348e+00   7.22970331e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
491     1.24756611e-06   6.00000011e+00   6.00000000e+00   5.99980000e+00   7.22961482e+00   7.22961471e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
492     1.25000000e-06   6.00000011e+00   6.00000000e+00   5.99980000e+00   7.22960334e+00   7.22960324e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
493     1.25005000e-06   5.99999968e+00   6.00000000e+00   5.99980000e+00   7.22982454e+00   7.22982486e+00   6.00000000e+00   5.99990000e+00   6.00010000e+00   
