Index        TIME          {V(2)+1.0}       {V(5)+1.0}       {V(7)+1.0}       {V(10)+1.0}      {V(11)+1.0}      {V(12)+1.0}      {V(13)+1.0}
369     6.98400616e-08   1.00000000e+00   1.00000000e+00   5.86880760e+00   6.00000000e+00   5.98315724e+00   5.90363463e+00   6.97058603e-01   
370     7.03740613e-08   1.00000000e+00   1.00000000e+00   5.88488018e+00   6.00000000e+00   5.98519848e+00   5.91541854e+00   6.97097641e-01   
371     7.09080611e-08   1.00000000e+00   1.00000000e+00   5.89897550e+00   6.00000000e+00   5.98699295e+00   5.92575302e+00   6.97136638e-01   
372     7.14420608e-08   1.00000000e+00   1.00000000e+00   5.91132455e+00   6.00000000e+00   5.98857026e+00   5.93481790e+00   6.97175594e-01   
373     7.19760606e-08   1.00000000e+00   1.00000000e+00   5.92216184e+00   6.00000000e+00   5.98995652e+00   5.94277047e+00   6.97214510e-01   
374     7.25100603e-08   1.00000000e+00   1.00000000e+00   5.93165901e+00   6.00000000e+00   5.99117479e+00   5.94974830e+00   6.97253386e-01   
375     7.30440601e-08   1.00000000e+00   1.00000000e+00   5.93999899e+00   6.00000000e+00   5.99224535e+00   5.95587176e+00   6.97292221e-01   
376     7.35780598e-08   1.00000000e+00   1.00000000e+00   5.94730854e+00   6.00000000e+00   5.99318609e+00   5.96124619e+00   6.97331016e-01   
377     7.41120596e-08   1.00000000e+00   1.00000000e+00   5.95373157e+00   6.00000000e+00   5.99401271e+00   5.96596380e+00   6.97369771e-01   
378     7.51800590e-08   1.00000000e+00   1.00000000e+00   5.96434526e+00   6.00000000e+00   5.99538230e+00   5.97377015e+00   6.97447162e-01   
379     7.62480585e-08   1.00000000e+00   1.00000000e+00   5.97252463e+00   6.00000000e+00   5.99643857e+00   5.97978216e+00   6.97524394e-01   
380     7.73160580e-08   1.00000000e+00   1.00000000e+00   5.97881672e+00   6.00000000e+00   5.99725317e+00   5.98441375e+00   6.97601469e-01   
381     7.83840575e-08   1.00000000e+00   1.00000000e+00   5.98367233e+00   6.00000000e+00   5.99788142e+00   5.98798281e+00   6.97678387e-01   
382     7.94520570e-08   1.00000000e+00   1.00000000e+00   5.98740651e+00   6.00000000e+00   5.99836594e+00   5.99073366e+00   6.97755149e-01   
383     8.05200565e-08   1.00000000e+00   1.00000000e+00   5.99029262e+00   6.00000000e+00   5.99873963e+00   5.99285422e+00   6.97831756e-01   
384     8.26560555e-08   1.00000000e+00   1.00000000e+00   5.99427468e+00   6.00000000e+00   5.99925689e+00   5.99578803e+00   6.97984507e-01   
385     8.69280534e-08   1.00000000e+00   1.00000000e+00   5.99817609e+00   6.00000000e+00   5.99976289e+00   5.99865632e+00   6.98288177e-01   
386     9.12000514e-08   1.00000000e+00   1.00000000e+00   5.99941378e+00   6.00000000e+00   5.99992424e+00   5.99957060e+00   6.98589436e-01   
387     9.54720493e-08   1.00000000e+00   1.00000000e+00   5.99981422e+00   6.00000000e+00   5.99997569e+00   5.99986212e+00   6.98888322e-01   
388     9.97440473e-08   1.00000000e+00   1.00000000e+00   5.99993610e+00   6.00000000e+00   5.99999210e+00   5.99995508e+00   6.99184874e-01   
389     1.00000000e-07   1.00000000e+00   1.00000000e+00   5.99994405e+00   6.00000000e+00   5.99999256e+00   5.99995769e+00   6.99202568e-01   
End of Xyce(TM) Simulation
