Index        TIME          {V(11)+2.0}      {V(12)+2.0}      {V(3)+2.0}       {V(4)+2.0}       {V(5)+2.0}
487     3.03136672e-08   2.00000000e+00   2.00000000e+00   7.10328873e+00   6.24342739e+00   2.44663794e+00   
488     3.03342881e-08   2.00000000e+00   2.00000000e+00   7.09903705e+00   6.27716587e+00   2.45675608e+00   
489     3.03528470e-08   2.00000000e+00   2.00000000e+00   7.09538403e+00   6.30077307e+00   2.46597926e+00   
490     3.03714059e-08   2.00000000e+00   2.00000000e+00   7.09189506e+00   6.31914930e+00   2.47530404e+00   
491     3.03899648e-08   2.00000000e+00   2.00000000e+00   7.08856154e+00   6.33348364e+00   2.48472135e+00   
492     3.04270825e-08   2.00000000e+00   2.00000000e+00   7.08223156e+00   6.35537006e+00   2.50379459e+00   
493     3.04535158e-08   2.00000000e+00   2.00000000e+00   7.07816853e+00   6.36389839e+00   2.51757773e+00   
494     3.04773058e-08   2.00000000e+00   2.00000000e+00   7.07471407e+00   6.36967762e+00   2.53010571e+00   
495     3.05010958e-08   2.00000000e+00   2.00000000e+00   7.07145112e+00   6.37407340e+00   2.54274597e+00   
496     3.05248858e-08   2.00000000e+00   2.00000000e+00   7.06836929e+00   6.37745746e+00   2.55549608e+00   
497     3.05724658e-08   2.00000000e+00   2.00000000e+00   7.06259735e+00   6.38263241e+00   2.58133187e+00   
498     3.06200457e-08   2.00000000e+00   2.00000000e+00   7.05769594e+00   6.38534598e+00   2.60755949e+00   
499     3.06676257e-08   2.00000000e+00   2.00000000e+00   7.05331544e+00   6.38735116e+00   2.63421997e+00   
500     3.07627857e-08   2.00000000e+00   2.00000000e+00   7.04625412e+00   6.39000736e+00   2.68871235e+00   
501     3.08579456e-08   2.00000000e+00   2.00000000e+00   7.04060027e+00   6.39193453e+00   2.74505432e+00   
502     3.09531056e-08   2.00000000e+00   2.00000000e+00   7.03603780e+00   6.39342229e+00   2.80154127e+00   
503     3.10482655e-08   2.00000000e+00   2.00000000e+00   7.03203960e+00   6.39469851e+00   2.85665429e+00   
504     3.11434255e-08   2.00000000e+00   2.00000000e+00   7.02896691e+00   6.39567611e+00   2.91005206e+00   
505     3.12290694e-08   2.00000000e+00   2.00000000e+00   7.02662284e+00   6.39643217e+00   2.95691713e+00   
506     3.13147134e-08   2.00000000e+00   2.00000000e+00   7.02462776e+00   6.39708640e+00   3.00266597e+00   
507     3.14860013e-08   2.00000000e+00   2.00000000e+00   7.02164315e+00   6.39811498e+00   3.09050341e+00   
508     3.16572892e-08   2.00000000e+00   2.00000000e+00   7.01929878e+00   6.39895266e+00   3.17465332e+00   
509     3.18285771e-08   2.00000000e+00   2.00000000e+00   7.01718932e+00   6.39969827e+00   3.25614353e+00   
510     3.21711529e-08   2.00000000e+00   2.00000000e+00   7.00810680e+00   6.40208232e+00   3.41373370e+00   
511     3.23644344e-08   2.00000000e+00   2.00000000e+00   6.99138116e+00   6.40571516e+00   3.49659142e+00   
512     3.25577158e-08   2.00000000e+00   2.00000000e+00   6.96376781e+00   6.41177690e+00   3.57541300e+00   
513     3.27509973e-08   2.00000000e+00   2.00000000e+00   6.92669807e+00   6.42005922e+00   3.65052442e+00   
514     3.29442787e-08   2.00000000e+00   2.00000000e+00   6.88178960e+00   6.43020101e+00   3.72232438e+00   
515     3.31375602e-08   2.00000000e+00   2.00000000e+00   6.83033990e+00   6.44186635e+00   3.79116583e+00   
516     3.35241231e-08   2.00000000e+00   2.00000000e+00   6.71296591e+00   6.46830066e+00   3.92245780e+00   
517     3.38720297e-08   2.00000000e+00   2.00000000e+00   6.58688420e+00   6.49652861e+00   4.03007282e+00   
518     3.42199364e-08   2.00000000e+00   2.00000000e+00   6.44609788e+00   6.52737606e+00   4.13135885e+00   
519     3.49157496e-08   2.00000000e+00   2.00000000e+00   6.10871245e+00   6.59860017e+00   4.31408846e+00   
520     3.55419815e-08   2.00000000e+00   2.00000000e+00   5.71734898e+00   6.67819752e+00   4.46587560e+00   
521     3.58982740e-08   2.00000000e+00   2.00000000e+00   5.44233167e+00   6.73206789e+00   4.55520822e+00   
522     3.62545665e-08   2.00000000e+00   2.00000000e+00   5.04850715e+00   6.79808919e+00   4.66587917e+00   
523     3.65086418e-08   2.00000000e+00   2.00000000e+00   4.66590014e+00   6.85234631e+00   4.76685271e+00   
524     3.67373096e-08   2.00000000e+00   2.00000000e+00   4.25467249e+00   6.90166782e+00   4.85596542e+00   
525     3.68741285e-08   2.00000000e+00   2.00000000e+00   3.99944401e+00   6.92793742e+00   4.90859885e+00   
526     3.70109475e-08   2.00000000e+00   2.00000000e+00   3.73343485e+00   6.95042515e+00   4.95683425e+00   
527     3.70846916e-08   2.00000000e+00   2.00000000e+00   3.58986354e+00   6.96081097e+00   4.97760732e+00   
528     3.71366087e-08   2.00000000e+00   2.00000000e+00   3.48951392e+00   6.96721495e+00   4.98909359e+00   
529     3.71885257e-08   2.00000000e+00   2.00000000e+00   3.39057026e+00   6.97275045e+00   4.99854017e+00   
530     3.72279321e-08   2.00000000e+00   2.00000000e+00   3.31660881e+00   6.97641407e+00   5.00460491e+00   
531     3.72633979e-08   2.00000000e+00   2.00000000e+00   3.25178563e+00   6.97930899e+00   5.00941537e+00   
532     3.72988637e-08   2.00000000e+00   2.00000000e+00   3.18939468e+00   6.98181988e+00   5.01377709e+00   
533     3.73343294e-08   2.00000000e+00   2.00000000e+00   3.12959354e+00   6.98393966e+00   5.01782887e+00   
534     3.74052610e-08   2.00000000e+00   2.00000000e+00   3.01663593e+00   6.98708056e+00   5.02533417e+00   
535     3.74390054e-08   2.00000000e+00   2.00000000e+00   2.96728269e+00   6.98795063e+00   5.02885648e+00   
536     3.74727498e-08   2.00000000e+00   2.00000000e+00   2.92030483e+00   6.98864677e+00   5.03242081e+00   
537     3.75064942e-08   2.00000000e+00   2.00000000e+00   2.87572639e+00   6.98922310e+00   5.03607141e+00   
538     3.75739829e-08   2.00000000e+00   2.00000000e+00   2.79565018e+00   6.99010964e+00   5.04404276e+00   
539     3.76194291e-08   2.00000000e+00   2.00000000e+00   2.74587676e+00   6.99063196e+00   5.04967896e+00   
540     3.76648753e-08   2.00000000e+00   2.00000000e+00   2.70004985e+00   6.99109931e+00   5.05567528e+00   
541     3.77103215e-08   2.00000000e+00   2.00000000e+00   2.65796016e+00   6.99152479e+00   5.06205703e+00   
542     3.77557677e-08   2.00000000e+00   2.00000000e+00   2.61961303e+00   6.99192743e+00   5.06885731e+00   
543     3.78012139e-08   2.00000000e+00   2.00000000e+00   2.58396351e+00   6.99233193e+00   5.07594871e+00   
544     3.78466601e-08   2.00000000e+00   2.00000000e+00   2.55254541e+00   6.99267616e+00   5.08362169e+00   
545     3.78921063e-08   2.00000000e+00   2.00000000e+00   2.52397442e+00   6.99299316e+00   5.09167560e+00   
546     3.79829986e-08   2.00000000e+00   2.00000000e+00   2.47577045e+00   6.99351129e+00   5.10901769e+00   
547     3.80620399e-08   2.00000000e+00   2.00000000e+00   2.43971088e+00   6.99389938e+00   5.12487082e+00   
548     3.81410812e-08   2.00000000e+00   2.00000000e+00   2.40846436e+00   6.99422854e+00   5.14135300e+00   
549     3.82201224e-08   2.00000000e+00   2.00000000e+00   2.38122081e+00   6.99450892e+00   5.15833568e+00   
550     3.83782050e-08   2.00000000e+00   2.00000000e+00   2.33440392e+00   6.99498874e+00   5.19317372e+00   
551     3.85040455e-08   2.00000000e+00   2.00000000e+00   2.30659609e+00   6.99524053e+00   5.22184427e+00   
552     3.86298861e-08   2.00000000e+00   2.00000000e+00   2.28282930e+00   6.99545305e+00   5.25071525e+00   
553     3.87557267e-08   2.00000000e+00   2.00000000e+00   2.26221737e+00   6.99563277e+00   5.27963196e+00   
554     3.90074078e-08   2.00000000e+00   2.00000000e+00   2.22663180e+00   6.99594097e+00   5.33726617e+00   
555     3.91993633e-08   2.00000000e+00   2.00000000e+00   2.20576619e+00   6.99610622e+00   5.38048100e+00   
556     3.93913187e-08   2.00000000e+00   2.00000000e+00   2.18734606e+00   6.99625445e+00   5.42293599e+00   
557     3.95832742e-08   2.00000000e+00   2.00000000e+00   2.17090821e+00   6.99638953e+00   5.46456802e+00   
558     3.99671851e-08   2.00000000e+00   2.00000000e+00   2.14195761e+00   6.99664127e+00   5.54585843e+00   
559     4.00000000e-08   2.00000000e+00   2.00000000e+00   2.13977113e+00   6.99666089e+00   5.55266005e+00   
560     4.00005000e-08   2.02500000e+00   2.00000000e+00   2.13990904e+00   6.99972358e+00   5.55276604e+00   
561     4.00009516e-08   2.04758046e+00   2.00000000e+00   2.14015928e+00   7.00380234e+00   5.55286443e+00   
562     4.00014032e-08   2.07016093e+00   2.00000000e+00   2.14052577e+00   7.00901342e+00   5.55296585e+00   
563     4.00018548e-08   2.09274139e+00   2.00000000e+00   2.14099874e+00   7.01522280e+00   5.55307052e+00   
564     4.00027580e-08   2.13790232e+00   2.00000000e+00   2.14216297e+00   7.02964964e+00   5.55328794e+00   
565     4.00036613e-08   2.18306324e+00   2.00000000e+00   2.14377397e+00   7.04816369e+00   5.55352629e+00   
566     4.00045645e-08   2.22822417e+00   2.00000000e+00   2.14561366e+00   7.06878781e+00   5.55378063e+00   
567     4.00054677e-08   2.27338510e+00   2.00000000e+00   2.14763706e+00   7.09112241e+00   5.55405145e+00   
568     4.00072741e-08   2.36370695e+00   2.00000000e+00   2.15199849e+00   7.13876425e+00   5.55463213e+00   
569     4.00090806e-08   2.45402880e+00   2.00000000e+00   2.15688518e+00   7.19146164e+00   5.55530726e+00   
570     4.00108870e-08   2.54435066e+00   2.00000000e+00   2.16190270e+00   7.24562869e+00   5.55604594e+00   
571     4.00126935e-08   2.63467251e+00   2.00000000e+00   2.16696148e+00   7.30039891e+00   5.55684433e+00   
572     4.00163063e-08   2.81531622e+00   2.00000000e+00   2.17695428e+00   7.40927885e+00   5.55856566e+00   
573     4.00199192e-08   2.99595992e+00   2.00000000e+00   2.18646106e+00   7.51478523e+00   5.56054823e+00   
574     4.00235321e-08   3.17660363e+00   2.00000000e+00   2.19531068e+00   7.61521123e+00   5.56266339e+00   
575     4.00271449e-08   3.35724734e+00   2.00000000e+00   2.20354548e+00   7.71048942e+00   5.56488255e+00   
576     4.00297603e-08   3.48801558e+00   2.00000000e+00   2.20908201e+00   7.77589242e+00   5.56653047e+00   
577     4.00318035e-08   3.59017622e+00   2.00000000e+00   2.21281906e+00   7.82211215e+00   5.56782930e+00   
578     4.00338467e-08   3.69233686e+00   2.00000000e+00   2.21519214e+00   7.85723233e+00   5.56910966e+00   
579     4.00354285e-08   3.77142407e+00   2.00000000e+00   2.21592614e+00   7.87535700e+00   5.57007373e+00   
580     4.00369938e-08   3.84969084e+00   2.00000000e+00   2.21586268e+00   7.88576238e+00   5.57099563e+00   
581     4.00385592e-08   3.92795760e+00   2.00000000e+00   2.21537460e+00   7.89128622e+00   5.57188564e+00   
582     4.00401245e-08   4.00622437e+00   2.00000000e+00   2.21469433e+00   7.89408864e+00   5.57274550e+00   
583     4.00432552e-08   4.16275790e+00   2.00000000e+00   2.21318792e+00   7.89687386e+00   5.57440040e+00   
584     4.00463858e-08   4.31929143e+00   2.00000000e+00   2.21163246e+00   7.89695469e+00   5.57591513e+00   
585     4.00495165e-08   4.47582496e+00   2.00000000e+00   2.21015981e+00   7.89706373e+00   5.57734933e+00   
586     4.00557778e-08   4.78889202e+00   2.00000000e+00   2.20746244e+00   7.89727195e+00   5.57997294e+00   
587     4.00620392e-08   5.10195908e+00   2.00000000e+00   2.20496119e+00   7.89746865e+00   5.58241123e+00   
588     4.00745619e-08   5.72809321e+00   2.00000000e+00   2.20049041e+00   7.89786893e+00   5.58683972e+00   
589     4.00870845e-08   6.35422733e+00   2.00000000e+00   2.19640605e+00   7.89855016e+00   5.59100110e+00   
590     4.00953449e-08   6.76724264e+00   2.00000000e+00   2.19387280e+00   7.89971087e+00   5.59366863e+00   
591     4.00960363e-08   6.80181360e+00   2.00000000e+00   2.19366622e+00   7.89994039e+00   5.59389147e+00   
592     4.00961227e-08   6.80613497e+00   2.00000000e+00   2.19364047e+00   7.89996930e+00   5.59391932e+00   
593     4.00962956e-08   6.81477772e+00   2.00000000e+00   2.19358910e+00   7.90002627e+00   5.59397499e+00   
594     4.00966413e-08   6.83206320e+00   2.00000000e+00   2.19348651e+00   7.90013069e+00   5.59408621e+00   
595     4.00973327e-08   6.86663416e+00   2.00000000e+00   2.19328064e+00   7.90029433e+00   5.59430817e+00   
596     4.00980241e-08   6.90120513e+00   2.00000000e+00   2.19307389e+00   7.90041895e+00   5.59452965e+00   
597     4.00994069e-08   6.97034705e+00   2.00000000e+00   2.19265880e+00   7.90057430e+00   5.59497077e+00   
598     4.01000000e-08   7.00000000e+00   2.00000000e+00   2.19248066e+00   7.90062763e+00   5.59515963e+00   
599     4.01005931e-08   7.00000000e+00   2.00000000e+00   2.19223105e+00   7.89848130e+00   5.59534698e+00   
600     4.01006672e-08   7.00000000e+00   2.00000000e+00   2.19219890e+00   7.89819978e+00   5.59537038e+00   
601     4.01008155e-08   7.00000000e+00   2.00000000e+00   2.19213170e+00   7.89759962e+00   5.59541706e+00   
602     4.01009637e-08   7.00000000e+00   2.00000000e+00   2.19206221e+00   7.89697376e+00   5.59546365e+00   
603     4.01011120e-08   7.00000000e+00   2.00000000e+00   2.19199095e+00   7.89633099e+00   5.59551014e+00   
604     4.01014085e-08   7.00000000e+00   2.00000000e+00   2.19184538e+00   7.89502364e+00   5.59560292e+00   
605     4.01016754e-08   7.00000000e+00   2.00000000e+00   2.19171047e+00   7.89383650e+00   5.59568606e+00   
606     4.01019423e-08   7.00000000e+00   2.00000000e+00   2.19157480e+00   7.89266783e+00   5.59576898e+00   
607     4.01022091e-08   7.00000000e+00   2.00000000e+00   2.19143906e+00   7.89152459e+00   5.59585171e+00   
608     4.01027429e-08   7.00000000e+00   2.00000000e+00   2.19116849e+00   7.88930416e+00   5.59601674e+00   
609     4.01032233e-08   7.00000000e+00   2.00000000e+00   2.19092938e+00   7.88745267e+00   5.59616444e+00   
610     4.01037037e-08   7.00000000e+00   2.00000000e+00   2.19069428e+00   7.88569990e+00   5.59631164e+00   
611     4.01041840e-08   7.00000000e+00   2.00000000e+00   2.19046307e+00   7.88403654e+00   5.59645834e+00   
612     4.01051448e-08   7.00000000e+00   2.00000000e+00   2.19000805e+00   7.88088171e+00   5.59675064e+00   
613     4.01060095e-08   7.00000000e+00   2.00000000e+00   2.18961437e+00   7.87834760e+00   5.59701161e+00   
614     4.01068741e-08   7.00000000e+00   2.00000000e+00   2.18922878e+00   7.87596466e+00   5.59727128e+00   
615     4.01077388e-08   7.00000000e+00   2.00000000e+00   2.18884978e+00   7.87370363e+00   5.59752973e+00   
616     4.01094682e-08   7.00000000e+00   2.00000000e+00   2.18810165e+00   7.86938600e+00   5.59804393e+00   
617     4.01111975e-08   7.00000000e+00   2.00000000e+00   2.18737922e+00   7.86548329e+00   5.59855226e+00   
618     4.01129269e-08   7.00000000e+00   2.00000000e+00   2.18666795e+00   7.86177059e+00   5.59905702e+00   
619     4.01146563e-08   7.00000000e+00   2.00000000e+00   2.18596512e+00   7.85820481e+00   5.59955849e+00   
620     4.01181150e-08   7.00000000e+00   2.00000000e+00   2.18456777e+00   7.85128828e+00   5.60055440e+00   
621     4.01215737e-08   7.00000000e+00   2.00000000e+00   2.18321103e+00   7.84491582e+00   5.60153584e+00   
622     4.01250324e-08   7.00000000e+00   2.00000000e+00   2.18187166e+00   7.83879660e+00   5.60250914e+00   
623     4.01284911e-08   7.00000000e+00   2.00000000e+00   2.18054514e+00   7.83285986e+00   5.60347524e+00   
624     4.01354086e-08   7.00000000e+00   2.00000000e+00   2.17789264e+00   7.82111315e+00   5.60539195e+00   
625     4.01416343e-08   7.00000000e+00   2.00000000e+00   2.17556824e+00   7.81101266e+00   5.60709150e+00   
626     4.01478600e-08   7.00000000e+00   2.00000000e+00   2.17325609e+00   7.80087640e+00   5.60877676e+00   
627     4.01540857e-08   7.00000000e+00   2.00000000e+00   2.17094497e+00   7.79054788e+00   5.61044816e+00   
628     4.01665371e-08   7.00000000e+00   2.00000000e+00   2.16626661e+00   7.76878415e+00   5.61375576e+00   
629     4.01766727e-08   7.00000000e+00   2.00000000e+00   2.16254193e+00   7.75049721e+00   5.61639707e+00   
630     4.01868084e-08   7.00000000e+00   2.00000000e+00   2.15888016e+00   7.73178815e+00   5.61900926e+00   
631     4.01969441e-08   7.00000000e+00   2.00000000e+00   2.15528105e+00   7.71261323e+00   5.62159374e+00   
632     4.02172154e-08   7.00000000e+00   2.00000000e+00   2.14817830e+00   7.67256434e+00   5.62669525e+00   
633     4.02374867e-08   7.00000000e+00   2.00000000e+00   2.14156603e+00   7.63129970e+00   5.63165510e+00   
634     4.02577581e-08   7.00000000e+00   2.00000000e+00   2.13517092e+00   7.58803942e+00   5.63650847e+00   
635     4.02983007e-08   7.00000000e+00   2.00000000e+00   2.12324526e+00   7.49490746e+00   5.64573733e+00   
636     4.03388434e-08   7.00000000e+00   2.00000000e+00   2.11096842e+00   7.38110601e+00   5.65421969e+00   
637     4.03694286e-08   7.00000000e+00   2.00000000e+00   2.10196476e+00   7.28801467e+00   5.66018621e+00   
638     4.03807549e-08   7.00000000e+00   2.00000000e+00   2.09905658e+00   7.25680830e+00   5.66236860e+00   
639     4.03920811e-08   7.00000000e+00   2.00000000e+00   2.09653817e+00   7.22866262e+00   5.66454156e+00   
640     4.04147336e-08   7.00000000e+00   2.00000000e+00   2.09270153e+00   7.18269551e+00   5.66890270e+00   
641     4.04351209e-08   7.00000000e+00   2.00000000e+00   2.09001369e+00   7.14829594e+00   5.67285134e+00   
642     4.04555082e-08   7.00000000e+00   2.00000000e+00   2.08793197e+00   7.11977166e+00   5.67682323e+00   
643     4.04758955e-08   7.00000000e+00   2.00000000e+00   2.08632683e+00   7.09616001e+00   5.68081327e+00   
644     4.05166700e-08   7.00000000e+00   2.00000000e+00   2.08392264e+00   7.05792602e+00   5.68881574e+00   
645     4.05574446e-08   7.00000000e+00   2.00000000e+00   2.08281810e+00   7.03605831e+00   5.69681987e+00   
646     4.05982191e-08   7.00000000e+00   2.00000000e+00   2.08208165e+00   7.02070878e+00   5.70477955e+00   
647     4.06389936e-08   7.00000000e+00   2.00000000e+00   2.08152879e+00   7.00994216e+00   5.71267965e+00   
648     4.07205427e-08   7.00000000e+00   2.00000000e+00   2.08053101e+00   6.99523170e+00   5.72832031e+00   
649     4.08020918e-08   7.00000000e+00   2.00000000e+00   2.07936259e+00   6.99039490e+00   5.74356338e+00   
650     4.08836409e-08   7.00000000e+00   2.00000000e+00   2.07787328e+00   6.98780668e+00   5.75853983e+00   
651     4.10467391e-08   7.00000000e+00   2.00000000e+00   2.07400398e+00   6.98601786e+00   5.78757932e+00   
652     4.12098373e-08   7.00000000e+00   2.00000000e+00   2.06965384e+00   6.98552530e+00   5.81582360e+00   
653     4.13729355e-08   7.00000000e+00   2.00000000e+00   2.06512246e+00   6.98553832e+00   5.84335443e+00   
654     4.16991318e-08   7.00000000e+00   2.00000000e+00   2.05627013e+00   6.98605491e+00   5.89587871e+00   
655     4.20253282e-08   7.00000000e+00   2.00000000e+00   2.04813495e+00   6.98668802e+00   5.94607685e+00   
656     4.23515246e-08   7.00000000e+00   2.00000000e+00   2.04086676e+00   6.98733324e+00   5.99408380e+00   
657     4.30039173e-08   7.00000000e+00   2.00000000e+00   2.02857949e+00   6.98858524e+00   6.08533405e+00   
658     4.35910708e-08   7.00000000e+00   2.00000000e+00   2.02016934e+00   6.98961901e+00   6.16112019e+00   
659     4.38846475e-08   7.00000000e+00   2.00000000e+00   2.01696228e+00   6.99007849e+00   6.19602495e+00   
660     4.41782242e-08   7.00000000e+00   2.00000000e+00   2.01414760e+00   6.99051737e+00   6.22952086e+00   
661     4.44718010e-08   7.00000000e+00   2.00000000e+00   2.01170962e+00   6.99093744e+00   6.26166452e+00   
662     4.50589544e-08   7.00000000e+00   2.00000000e+00   2.00772581e+00   6.99173948e+00   6.32297198e+00   
663     4.53068116e-08   7.00000000e+00   2.00000000e+00   2.00648606e+00   6.99204894e+00   6.34707018e+00   
664     4.55546689e-08   7.00000000e+00   2.00000000e+00   2.00541819e+00   6.99234608e+00   6.37033112e+00   
665     4.57777404e-08   7.00000000e+00   2.00000000e+00   2.00461440e+00   6.99260639e+00   6.39063285e+00   
666     4.59785047e-08   7.00000000e+00   2.00000000e+00   2.00401508e+00   6.99283463e+00   6.40843177e+00   
667     4.61792690e-08   7.00000000e+00   2.00000000e+00   2.00352172e+00   6.99305572e+00   6.42577165e+00   
668     4.63599569e-08   7.00000000e+00   2.00000000e+00   2.00314960e+00   6.99324862e+00   6.44101286e+00   
669     4.65406449e-08   7.00000000e+00   2.00000000e+00   2.00283609e+00   6.99343545e+00   6.45589246e+00   
670     4.67213328e-08   7.00000000e+00   2.00000000e+00   2.00257090e+00   6.99361651e+00   6.47041604e+00   
671     4.70827086e-08   7.00000000e+00   2.00000000e+00   2.00219482e+00   6.99397091e+00   6.49868226e+00   
672     4.74440844e-08   7.00000000e+00   2.00000000e+00   2.00194696e+00   6.99430272e+00   6.52566277e+00   
673     4.77169684e-08   7.00000000e+00   2.00000000e+00   2.00181557e+00   6.99453315e+00   6.54477559e+00   
674     4.79898524e-08   7.00000000e+00   2.00000000e+00   2.00169517e+00   6.99475452e+00   6.56317320e+00   
675     4.85356205e-08   7.00000000e+00   2.00000000e+00   2.00149160e+00   6.99516420e+00   6.59724766e+00   
676     4.89881295e-08   7.00000000e+00   2.00000000e+00   2.00134778e+00   6.99548301e+00   6.62377335e+00   
677     4.94406385e-08   7.00000000e+00   2.00000000e+00   2.00122406e+00   6.99578189e+00   6.64865241e+00   
678     4.98931476e-08   7.00000000e+00   2.00000000e+00   2.00111679e+00   6.99606194e+00   6.67197470e+00   
679     5.00000000e-08   7.00000000e+00   2.00000000e+00   2.00109281e+00   6.99612688e+00   6.67738452e+00   
End of Xyce(TM) Simulation
